timestamp,temperature,humidity,solar_radiation,wind_speed,rainfall,scenario,water_availability_factor,atmospheric_pressure,saturation_vapor_pressure,actual_vapor_pressure,vpd,delta,gamma,net_shortwave_radiation,net_longwave_radiation,net_radiation,soil_heat_flux,et0,et0_rate_mm_day
2026-06-01 00:21:00,22.02,73.96,0.0,1.79,0.0,Normal,1.0,100.675,2.6472,1.9578,0.6893,0.16132,0.06695,0.0,0.002468,-0.002468,-0.001234,0.00034,0.4895
2026-06-01 00:22:00,22.27,74.71,0.0,1.54,0.0,Normal,1.0,100.675,2.6878,2.008,0.6797,0.16348,0.06695,0.0,0.002433,-0.002433,-0.001217,0.000246,0.3537
2026-06-01 00:23:00,22.03,74.44,0.0,1.46,0.0,Normal,1.0,100.675,2.6488,1.9717,0.677,0.1614,0.06695,0.0,0.002456,-0.002456,-0.001228,0.00022,0.3162
2026-06-01 00:24:00,21.96,74.72,0.0,1.45,0.0,Normal,1.0,100.675,2.6375,1.9707,0.6668,0.1608,0.06695,0.0,0.002455,-0.002455,-0.001227,0.00021,0.3026
2026-06-01 00:25:00,21.94,75.04,0.0,1.63,0.0,Normal,1.0,100.675,2.6343,1.9768,0.6575,0.16063,0.06695,0.0,0.002449,-0.002449,-0.001225,0.000264,0.3796
2026-06-01 00:26:00,22.04,75.42,0.0,1.38,0.0,Normal,1.0,100.675,2.6504,1.9989,0.6515,0.16149,0.06695,0.0,0.002434,-0.002434,-0.001217,0.000176,0.2529
2026-06-01 00:27:00,21.99,74.91,0.0,1.1,0.0,Normal,1.0,100.675,2.6423,1.9794,0.663,0.16106,0.06695,0.0,0.002449,-0.002449,-0.001224,8.5e-05,0.123
2026-06-01 00:28:00,21.96,74.24,0.0,1.63,0.0,Normal,1.0,100.675,2.6375,1.9581,0.6794,0.1608,0.06695,0.0,0.002466,-0.002466,-0.001233,0.00028,0.403
2026-06-01 00:29:00,21.93,75.37,0.0,1.65,0.0,Normal,1.0,100.675,2.6327,1.9842,0.6484,0.16055,0.06695,0.0,0.002442,-0.002442,-0.001221,0.000263,0.3791
2026-06-01 00:30:00,22.16,74.12,0.0,1.51,0.0,Normal,1.0,100.675,2.6698,1.9789,0.691,0.16252,0.06695,0.0,0.002455,-0.002455,-0.001227,0.000245,0.3523
2026-06-01 00:31:00,21.75,76.7,0.0,1.32,0.0,Normal,1.0,100.675,2.6039,1.9972,0.6067,0.15901,0.06695,0.0,0.002426,-0.002426,-0.001213,0.000131,0.1884
2026-06-01 00:32:00,21.7,75.69,0.0,1.56,0.0,Normal,1.0,100.675,2.596,1.9649,0.6311,0.15859,0.06695,0.0,0.002451,-0.002451,-0.001226,0.000225,0.3233
2026-06-01 00:33:00,21.62,74.56,0.0,1.25,0.0,Normal,1.0,100.675,2.5833,1.9261,0.6572,0.15791,0.06695,0.0,0.002482,-0.002482,-0.001241,0.000139,0.1999
2026-06-01 00:34:00,21.81,75.61,0.0,1.34,0.0,Normal,1.0,100.675,2.6135,1.976,0.6374,0.15952,0.06695,0.0,0.002445,-0.002445,-0.001223,0.000156,0.2243
2026-06-01 00:35:00,21.85,76.43,0.0,1.39,0.0,Normal,1.0,100.675,2.6199,2.0024,0.6175,0.15986,0.06695,0.0,0.002424,-0.002424,-0.001212,0.000159,0.2291
2026-06-01 00:36:00,21.64,76.81,0.0,1.71,0.0,Normal,1.0,100.675,2.5865,1.9867,0.5998,0.15808,0.06695,0.0,0.002431,-0.002431,-0.001215,0.000247,0.3564
2026-06-01 00:37:00,21.5,77.35,0.0,1.47,0.0,Normal,1.0,100.675,2.5644,1.9836,0.5808,0.1569,0.06695,0.0,0.002429,-0.002429,-0.001214,0.000163,0.2348
2026-06-01 00:38:00,21.47,75.72,0.0,1.45,0.0,Normal,1.0,100.675,2.5597,1.9382,0.6215,0.15665,0.06695,0.0,0.002466,-0.002466,-0.001233,0.000185,0.2667
2026-06-01 00:39:00,21.66,76.35,0.0,1.93,0.0,Normal,1.0,100.675,2.5896,1.9772,0.6124,0.15825,0.06695,0.0,0.002439,-0.002439,-0.00122,0.000323,0.4648
2026-06-01 00:40:00,21.64,75.42,0.0,1.6,0.0,Normal,1.0,100.675,2.5865,1.9507,0.6358,0.15808,0.06695,0.0,0.002461,-0.002461,-0.001231,0.000242,0.3478
2026-06-01 00:41:00,21.58,76.15,0.0,1.6,0.0,Normal,1.0,100.675,2.577,1.9624,0.6146,0.15758,0.06695,0.0,0.002449,-0.002449,-0.001225,0.000226,0.326
2026-06-01 00:42:00,21.37,75.84,0.0,1.46,0.0,Normal,1.0,100.675,2.5441,1.9294,0.6147,0.15582,0.06695,0.0,0.002471,-0.002471,-0.001235,0.000185,0.2662
2026-06-01 00:43:00,21.48,75.93,0.0,1.41,0.0,Normal,1.0,100.675,2.5613,1.9448,0.6165,0.15674,0.06695,0.0,0.002461,-0.002461,-0.001231,0.000169,0.2431
2026-06-01 00:44:00,21.43,76.04,0.0,1.09,0.0,Normal,1.0,100.675,2.5535,1.9416,0.6118,0.15632,0.06695,0.0,0.002462,-0.002462,-0.001231,6e-05,0.087
2026-06-01 00:45:00,21.41,77.03,0.0,1.72,0.0,Normal,1.0,100.675,2.5503,1.9645,0.5858,0.15615,0.06695,0.0,0.002442,-0.002442,-0.001221,0.000242,0.3487
2026-06-01 00:46:00,21.48,76.78,0.0,1.62,0.0,Normal,1.0,100.675,2.5613,1.9666,0.5947,0.15674,0.06695,0.0,0.002443,-0.002443,-0.001221,0.000219,0.3149
2026-06-01 00:47:00,21.35,76.82,0.0,1.49,0.0,Normal,1.0,100.675,2.541,1.952,0.589,0.15565,0.06695,0.0,0.002451,-0.002451,-0.001225,0.000177,0.2542
2026-06-01 00:48:00,21.39,75.73,0.0,1.5,0.0,Normal,1.0,100.675,2.5472,1.929,0.6182,0.15598,0.06695,0.0,0.002472,-0.002472,-0.001236,0.0002,0.2879
2026-06-01 00:49:00,21.27,76.69,0.0,1.67,0.0,Normal,1.0,100.675,2.5286,1.9391,0.5894,0.15498,0.06695,0.0,0.002459,-0.002459,-0.001229,0.000232,0.3343
2026-06-01 00:50:00,21.27,76.42,0.0,1.21,0.0,Normal,1.0,100.675,2.5286,1.9323,0.5962,0.15498,0.06695,0.0,0.002465,-0.002465,-0.001232,9.3e-05,0.1344
2026-06-01 00:51:00,21.3,77.33,0.0,1.4,0.0,Normal,1.0,100.675,2.5332,1.9589,0.5743,0.15523,0.06695,0.0,0.002443,-0.002443,-0.001222,0.000139,0.2008
2026-06-01 00:52:00,20.95,78.47,0.0,1.29,0.0,Normal,1.0,100.675,2.4794,1.9456,0.5338,0.15235,0.06695,0.0,0.002443,-0.002443,-0.001221,8.4e-05,0.1204
2026-06-01 00:53:00,21.1,78.0,0.0,1.87,0.0,Normal,1.0,100.675,2.5023,1.9518,0.5505,0.15358,0.06695,0.0,0.002442,-0.002442,-0.001221,0.000258,0.3721
2026-06-01 00:54:00,21.04,77.06,0.0,1.69,0.0,Normal,1.0,100.675,2.4931,1.9212,0.5719,0.15308,0.06695,0.0,0.002466,-0.002466,-0.001233,0.000227,0.3269
2026-06-01 00:55:00,20.99,76.02,0.0,1.08,0.0,Normal,1.0,100.675,2.4855,1.8895,0.596,0.15267,0.06695,0.0,0.002492,-0.002492,-0.001246,5.2e-05,0.0754
2026-06-01 00:56:00,21.01,76.53,0.0,1.21,0.0,Normal,1.0,100.675,2.4885,1.9045,0.5841,0.15284,0.06695,0.0,0.00248,-0.00248,-0.00124,8.9e-05,0.1276
2026-06-01 00:57:00,21.25,77.79,0.0,1.49,0.0,Normal,1.0,100.675,2.5255,1.9646,0.5609,0.15482,0.06695,0.0,0.002437,-0.002437,-0.001218,0.000158,0.227
2026-06-01 00:58:00,20.87,77.76,0.0,1.42,0.0,Normal,1.0,100.675,2.4672,1.9185,0.5487,0.15169,0.06695,0.0,0.002463,-0.002463,-0.001232,0.000132,0.1907
2026-06-01 00:59:00,21.11,76.87,0.0,1.25,0.0,Normal,1.0,100.675,2.5039,1.9247,0.5791,0.15366,0.06695,0.0,0.002466,-0.002466,-0.001233,9.8e-05,0.1406
2026-06-01 01:00:00,20.69,79.49,0.0,1.9,0.0,Normal,1.0,100.675,2.44,1.9396,0.5005,0.15023,0.06695,0.0,0.002439,-0.002439,-0.00122,0.000226,0.3257
2026-06-01 01:01:00,20.86,78.78,0.0,1.57,0.0,Normal,1.0,100.675,2.4657,1.9425,0.5232,0.15161,0.06695,0.0,0.002442,-0.002442,-0.001221,0.000157,0.2258
2026-06-01 01:02:00,20.91,77.91,0.0,1.6,0.0,Normal,1.0,100.675,2.4733,1.9269,0.5463,0.15202,0.06695,0.0,0.002457,-0.002457,-0.001229,0.000182,0.2627
2026-06-01 01:03:00,20.94,77.62,0.0,1.37,0.0,Normal,1.0,100.675,2.4779,1.9233,0.5545,0.15227,0.06695,0.0,0.002461,-0.002461,-0.001231,0.000121,0.174
2026-06-01 01:04:00,20.93,77.74,0.0,1.65,0.0,Normal,1.0,100.675,2.4763,1.9251,0.5512,0.15218,0.06695,0.0,0.002459,-0.002459,-0.00123,0.0002,0.2883
2026-06-01 01:05:00,20.92,78.0,0.0,1.43,0.0,Normal,1.0,100.675,2.4748,1.9304,0.5445,0.1521,0.06695,0.0,0.002455,-0.002455,-0.001227,0.000132,0.19
2026-06-01 01:06:00,20.72,79.38,0.0,1.45,0.0,Normal,1.0,100.675,2.4446,1.9405,0.5041,0.15048,0.06695,0.0,0.002439,-0.002439,-0.00122,0.000111,0.1602
2026-06-01 01:07:00,20.67,78.8,0.0,1.63,0.0,Normal,1.0,100.675,2.437,1.9204,0.5167,0.15007,0.06695,0.0,0.002455,-0.002455,-0.001227,0.00017,0.245
2026-06-01 01:08:00,20.84,78.51,0.0,1.18,0.0,Normal,1.0,100.675,2.4627,1.9334,0.5292,0.15145,0.06695,0.0,0.002449,-0.002449,-0.001225,4.9e-05,0.0708
2026-06-01 01:09:00,20.66,79.29,0.0,1.82,0.0,Normal,1.0,100.675,2.4355,1.9311,0.5044,0.14999,0.06695,0.0,0.002445,-0.002445,-0.001223,0.00021,0.3023
2026-06-01 01:10:00,20.47,78.42,0.0,1.54,0.0,Normal,1.0,100.675,2.4072,1.8877,0.5195,0.14846,0.06695,0.0,0.002476,-0.002476,-0.001238,0.00015,0.2159
2026-06-01 01:11:00,20.46,79.59,0.0,1.76,0.0,Normal,1.0,100.675,2.4057,1.9147,0.491,0.14838,0.06695,0.0,0.002453,-0.002453,-0.001226,0.000185,0.2669
2026-06-01 01:12:00,20.46,78.95,0.0,1.28,0.0,Normal,1.0,100.675,2.4057,1.8993,0.5064,0.14838,0.06695,0.0,0.002466,-0.002466,-0.001233,6.8e-05,0.0975
2026-06-01 01:13:00,20.65,77.1,0.0,1.31,0.0,Normal,1.0,100.675,2.434,1.8766,0.5574,0.14991,0.06695,0.0,0.002491,-0.002491,-0.001246,0.000107,0.1545
2026-06-01 01:14:00,20.57,77.56,0.0,1.27,0.0,Normal,1.0,100.675,2.4221,1.8786,0.5435,0.14926,0.06695,0.0,0.002487,-0.002487,-0.001244,8.7e-05,0.1254
2026-06-01 01:15:00,20.62,78.07,0.0,1.55,0.0,Normal,1.0,100.675,2.4295,1.8967,0.5328,0.14967,0.06695,0.0,0.002473,-0.002473,-0.001237,0.000161,0.2321
2026-06-01 01:16:00,20.43,79.54,0.0,1.51,0.0,Normal,1.0,100.675,2.4013,1.91,0.4913,0.14814,0.06695,0.0,0.002456,-0.002456,-0.001228,0.000121,0.1741
2026-06-01 01:17:00,20.49,79.12,0.0,1.4,0.0,Normal,1.0,100.675,2.4102,1.9069,0.5032,0.14862,0.06695,0.0,0.00246,-0.00246,-0.00123,9.9e-05,0.1427
2026-06-01 01:18:00,20.53,79.05,0.0,1.29,0.0,Normal,1.0,100.675,2.4161,1.9099,0.5062,0.14894,0.06695,0.0,0.002459,-0.002459,-0.001229,7e-05,0.1005
2026-06-01 01:19:00,20.36,80.57,0.0,1.24,0.0,Normal,1.0,100.675,2.3909,1.9263,0.4646,0.14758,0.06695,0.0,0.002439,-0.002439,-0.00122,3.1e-05,0.0452
2026-06-01 01:20:00,20.45,78.39,0.0,1.48,0.0,Normal,1.0,100.675,2.4042,1.8847,0.5196,0.1483,0.06695,0.0,0.002478,-0.002478,-0.001239,0.000133,0.1921
2026-06-01 01:21:00,20.26,79.68,0.0,1.4,0.0,Normal,1.0,100.675,2.3762,1.8933,0.4828,0.14679,0.06695,0.0,0.002464,-0.002464,-0.001232,8.7e-05,0.1253
2026-06-01 01:22:00,20.28,79.83,0.0,1.36,0.0,Normal,1.0,100.675,2.3791,1.8993,0.4799,0.14695,0.06695,0.0,0.00246,-0.00246,-0.00123,7.4e-05,0.1067
2026-06-01 01:23:00,20.25,79.29,0.0,1.8,0.0,Normal,1.0,100.675,2.3747,1.8829,0.4918,0.14671,0.06695,0.0,0.002473,-0.002473,-0.001236,0.000199,0.2863
2026-06-01 01:24:00,20.1,80.16,0.0,1.47,0.0,Normal,1.0,100.675,2.3528,1.886,0.4668,0.14553,0.06695,0.0,0.002465,-0.002465,-0.001232,9.5e-05,0.1375
2026-06-01 01:25:00,20.32,78.55,0.0,1.74,0.0,Normal,1.0,100.675,2.385,1.8734,0.5116,0.14727,0.06695,0.0,0.002483,-0.002483,-0.001242,0.0002,0.2876
2026-06-01 01:26:00,20.15,80.83,0.0,1.38,0.0,Normal,1.0,100.675,2.3601,1.9077,0.4524,0.14592,0.06695,0.0,0.002448,-0.002448,-0.001224,6.2e-05,0.0887
2026-06-01 01:27:00,20.2,79.45,0.0,1.54,0.0,Normal,1.0,100.675,2.3674,1.8809,0.4865,0.14631,0.06695,0.0,0.002473,-0.002473,-0.001236,0.000128,0.1838
2026-06-01 01:28:00,20.24,80.95,0.0,1.48,0.0,Normal,1.0,100.675,2.3732,1.9211,0.4521,0.14663,0.06695,0.0,0.00244,-0.00244,-0.00122,8.6e-05,0.1236
2026-06-01 01:29:00,20.21,79.8,0.0,1.15,0.0,Normal,1.0,100.675,2.3689,1.8903,0.4785,0.14639,0.06695,0.0,0.002465,-0.002465,-0.001232,1.6e-05,0.0233
2026-06-01 01:30:00,20.22,80.42,0.0,1.77,0.0,Normal,1.0,100.675,2.3703,1.9062,0.4641,0.14647,0.06695,0.0,0.002452,-0.002452,-0.001226,0.000167,0.2407
2026-06-01 01:31:00,20.08,80.16,0.0,1.46,0.0,Normal,1.0,100.675,2.3499,1.8837,0.4662,0.14537,0.06695,0.0,0.002466,-0.002466,-0.001233,9.3e-05,0.1334
2026-06-01 01:32:00,20.01,80.38,0.0,1.64,0.0,Normal,1.0,100.675,2.3397,1.8807,0.4591,0.14482,0.06695,0.0,0.002466,-0.002466,-0.001233,0.000133,0.192
2026-06-01 01:33:00,20.03,79.97,0.0,1.34,0.0,Normal,1.0,100.675,2.3426,1.8734,0.4692,0.14498,0.06695,0.0,0.002473,-0.002473,-0.001237,6.4e-05,0.0917
2026-06-01 01:34:00,19.77,81.14,0.0,1.45,0.0,Normal,1.0,100.675,2.3052,1.8704,0.4348,0.14295,0.06695,0.0,0.002467,-0.002467,-0.001234,7e-05,0.1005
2026-06-01 01:35:00,19.78,81.22,0.0,1.31,0.0,Normal,1.0,100.675,2.3066,1.8734,0.4332,0.14303,0.06695,0.0,0.002465,-0.002465,-0.001232,3.4e-05,0.0487
2026-06-01 01:36:00,19.77,80.58,0.0,1.73,0.0,Normal,1.0,100.675,2.3052,1.8575,0.4477,0.14295,0.06695,0.0,0.002478,-0.002478,-0.001239,0.000148,0.2134
2026-06-01 01:37:00,19.79,80.91,0.0,1.55,0.0,Normal,1.0,100.675,2.3081,1.8674,0.4406,0.1431,0.06695,0.0,0.00247,-0.00247,-0.001235,9.9e-05,0.142
2026-06-01 01:38:00,19.98,80.11,0.0,1.56,0.0,Normal,1.0,100.675,2.3354,1.8709,0.4645,0.14458,0.06695,0.0,0.002474,-0.002474,-0.001237,0.000118,0.1699
2026-06-01 01:39:00,19.76,82.47,0.0,1.76,0.0,Normal,1.0,100.675,2.3038,1.8999,0.4039,0.14287,0.06695,0.0,0.002442,-0.002442,-0.001221,0.000116,0.1675
2026-06-01 01:40:00,19.81,80.88,0.0,1.71,0.0,Normal,1.0,100.675,2.3109,1.8691,0.4418,0.14326,0.06695,0.0,0.00247,-0.00247,-0.001235,0.000138,0.1986
2026-06-01 01:41:00,20.04,81.23,0.0,1.64,0.0,Normal,1.0,100.675,2.3441,1.9041,0.44,0.14505,0.06695,0.0,0.002448,-0.002448,-0.001224,0.000117,0.1688
2026-06-01 01:42:00,19.77,80.95,0.0,1.2,0.0,Normal,1.0,100.675,2.3052,1.8661,0.4391,0.14295,0.06695,0.0,0.002471,-0.002471,-0.001235,1e-05,0.0137
2026-06-01 01:43:00,19.91,80.83,0.0,1.34,0.0,Normal,1.0,100.675,2.3253,1.8795,0.4458,0.14404,0.06695,0.0,0.002464,-0.002464,-0.001232,4.9e-05,0.0703
2026-06-01 01:44:00,19.63,80.65,0.0,1.28,0.0,Normal,1.0,100.675,2.2853,1.8431,0.4422,0.14187,0.06695,0.0,0.002486,-0.002486,-0.001243,3.3e-05,0.0479
2026-06-01 01:45:00,19.72,80.93,0.0,1.63,0.0,Normal,1.0,100.675,2.2981,1.8598,0.4382,0.14256,0.06695,0.0,0.002474,-0.002474,-0.001237,0.000117,0.1681
2026-06-01 01:46:00,19.58,81.71,0.0,1.52,0.0,Normal,1.0,100.675,2.2782,1.8615,0.4167,0.14148,0.06695,0.0,0.002468,-0.002468,-0.001234,7.5e-05,0.1074
2026-06-01 01:47:00,19.65,82.34,0.0,1.2,0.0,Normal,1.0,100.675,2.2881,1.884,0.4041,0.14202,0.06695,0.0,0.002451,-0.002451,-0.001226,0.0,0.0
2026-06-01 01:48:00,19.8,81.1,0.0,1.44,0.0,Normal,1.0,100.675,2.3095,1.873,0.4365,0.14318,0.06695,0.0,0.002466,-0.002466,-0.001233,6.8e-05,0.0984
2026-06-01 01:49:00,19.39,82.93,0.0,1.18,0.0,Normal,1.0,100.675,2.2514,1.8671,0.3843,0.14003,0.06695,0.0,0.002457,-0.002457,-0.001229,0.0,0.0
2026-06-01 01:50:00,19.69,81.65,0.0,1.47,0.0,Normal,1.0,100.675,2.2938,1.8729,0.4209,0.14233,0.06695,0.0,0.002462,-0.002462,-0.001231,6.5e-05,0.0936
2026-06-01 01:51:00,19.64,82.39,0.0,1.15,0.0,Normal,1.0,100.675,2.2867,1.884,0.4027,0.14194,0.06695,0.0,0.002451,-0.002451,-0.001226,0.0,0.0
2026-06-01 01:52:00,19.49,81.79,0.0,1.59,0.0,Normal,1.0,100.675,2.2655,1.8529,0.4125,0.14079,0.06695,0.0,0.002472,-0.002472,-0.001236,8.8e-05,0.1274
2026-06-01 01:53:00,19.34,83.68,0.0,1.56,0.0,Normal,1.0,100.675,2.2444,1.8781,0.3663,0.13965,0.06695,0.0,0.002446,-0.002446,-0.001223,4.5e-05,0.0655
2026-06-01 01:54:00,19.54,81.39,0.0,1.86,0.0,Normal,1.0,100.675,2.2725,1.8496,0.4229,0.14117,0.06695,0.0,0.002477,-0.002477,-0.001238,0.000158,0.2281
2026-06-01 01:55:00,19.43,81.53,0.0,1.65,0.0,Normal,1.0,100.675,2.257,1.8402,0.4169,0.14033,0.06695,0.0,0.002481,-0.002481,-0.001241,0.000106,0.1534
2026-06-01 01:56:00,19.52,81.01,0.0,1.4,0.0,Normal,1.0,100.675,2.2697,1.8387,0.431,0.14102,0.06695,0.0,0.002486,-0.002486,-0.001243,5.7e-05,0.082
2026-06-01 01:57:00,19.47,83.29,0.0,1.64,0.0,Normal,1.0,100.675,2.2627,1.8846,0.3781,0.14064,0.06695,0.0,0.002445,-0.002445,-0.001222,7.1e-05,0.1022
2026-06-01 01:58:00,19.68,81.78,0.0,1.2,0.0,Normal,1.0,100.675,2.2924,1.8747,0.4177,0.14225,0.06695,0.0,0.00246,-0.00246,-0.00123,0.0,0.0
2026-06-01 01:59:00,19.38,81.92,0.0,1.29,0.0,Normal,1.0,100.675,2.25,1.8432,0.4068,0.13995,0.06695,0.0,0.002477,-0.002477,-0.001239,1.4e-05,0.0206
2026-06-01 02:00:00,19.24,83.26,0.0,1.55,0.0,Normal,1.0,100.675,2.2305,1.8571,0.3734,0.13889,0.06695,0.0,0.00246,-0.00246,-0.00123,5e-05,0.072
2026-06-01 02:01:00,19.4,82.48,0.0,1.05,0.0,Normal,1.0,100.675,2.2528,1.8581,0.3947,0.1401,0.06695,0.0,0.002465,-0.002465,-0.001233,0.0,0.0
2026-06-01 02:02:00,19.39,83.3,0.0,1.47,0.0,Normal,1.0,100.675,2.2514,1.8754,0.376,0.14003,0.06695,0.0,0.00245,-0.00245,-0.001225,3.4e-05,0.0482
2026-06-01 02:03:00,19.54,80.77,0.0,1.28,0.0,Normal,1.0,100.675,2.2725,1.8355,0.437,0.14117,0.06695,0.0,0.002489,-0.002489,-0.001245,3.1e-05,0.0441
2026-06-01 02:04:00,19.43,81.82,0.0,1.5,0.0,Normal,1.0,100.675,2.257,1.8467,0.4103,0.14033,0.06695,0.0,0.002476,-0.002476,-0.001238,6.6e-05,0.0956
2026-06-01 02:05:00,19.34,81.96,0.0,1.26,0.0,Normal,1.0,100.675,2.2444,1.8395,0.4049,0.13965,0.06695,0.0,0.002479,-0.002479,-0.001239,6e-06,0.0088
2026-06-01 02:06:00,19.49,80.66,0.0,1.57,0.0,Normal,1.0,100.675,2.2655,1.8273,0.4381,0.14079,0.06695,0.0,0.002494,-0.002494,-0.001247,0.000105,0.1505
2026-06-01 02:07:00,19.07,83.64,0.0,1.48,0.0,Normal,1.0,100.675,2.207,1.8459,0.3611,0.13761,0.06695,0.0,0.002464,-0.002464,-0.001232,2.7e-05,0.0384
2026-06-01 02:08:00,19.13,82.67,0.0,1.76,0.0,Normal,1.0,100.675,2.2153,1.8314,0.3839,0.13806,0.06695,0.0,0.002479,-0.002479,-0.001239,0.000105,0.1509
2026-06-01 02:09:00,19.06,83.46,0.0,1.48,0.0,Normal,1.0,100.675,2.2056,1.8408,0.3648,0.13753,0.06695,0.0,0.002468,-0.002468,-0.001234,3e-05,0.0428
2026-06-01 02:10:00,19.12,84.27,0.0,1.33,0.0,Normal,1.0,100.675,2.2139,1.8657,0.3482,0.13798,0.06695,0.0,0.002449,-0.002449,-0.001225,0.0,0.0
2026-06-01 02:11:00,18.95,83.11,0.0,1.43,0.0,Normal,1.0,100.675,2.1905,1.8206,0.37,0.13671,0.06695,0.0,0.002482,-0.002482,-0.001241,2.4e-05,0.0342
2026-06-01 02:12:00,19.23,82.29,0.0,1.21,0.0,Normal,1.0,100.675,2.2291,1.8343,0.3948,0.13881,0.06695,0.0,0.002479,-0.002479,-0.00124,0.0,0.0
2026-06-01 02:13:00,19.08,83.03,0.0,1.56,0.0,Normal,1.0,100.675,2.2084,1.8336,0.3748,0.13768,0.06695,0.0,0.002475,-0.002475,-0.001238,5.5e-05,0.0787
2026-06-01 02:14:00,18.88,84.12,0.0,1.6,0.0,Normal,1.0,100.675,2.181,1.8347,0.3463,0.13619,0.06695,0.0,0.002467,-0.002467,-0.001234,4.1e-05,0.0591
