timestamp,scenario,temperature,humidity,solar_radiation,wind_speed,rainfall,weather_stress
2026-06-01 02:16:00,Normal,19.1,82.52,0.0,1.36,0.0,14.0
2026-06-01 02:17:00,Normal,19.16,83.37,0.0,1.43,0.0,14.19
2026-06-01 02:18:00,Normal,19.32,82.54,0.0,1.37,0.0,14.03
2026-06-01 02:19:00,Normal,19.43,80.76,0.0,1.53,0.0,14.46
2026-06-01 02:20:00,Normal,19.04,82.35,0.0,1.56,0.0,14.54
2026-06-01 02:21:00,Normal,18.81,84.62,0.0,1.47,0.0,14.29
2026-06-01 02:22:00,Normal,18.62,84.49,0.0,1.7,0.0,14.52
2026-06-01 02:23:00,Normal,18.96,82.85,0.0,1.36,0.0,14.0
2026-06-01 02:24:00,Normal,18.78,83.71,0.0,1.68,0.0,14.74
2026-06-01 02:25:00,Normal,18.82,83.71,0.0,1.59,0.0,14.63
2026-06-01 02:26:00,Normal,18.77,84.27,0.0,1.48,0.0,14.32
2026-06-01 02:27:00,Normal,18.82,82.87,0.0,1.42,0.0,14.16
2026-06-01 02:28:00,Normal,18.98,82.73,0.0,1.97,0.0,15.02
2026-06-01 02:29:00,Normal,18.83,83.83,0.0,1.32,0.0,13.9
2026-06-01 02:30:00,Normal,18.76,83.79,0.0,1.55,0.0,14.52
2026-06-01 02:31:00,Normal,18.61,84.61,0.0,1.34,0.0,13.95
2026-06-01 02:32:00,Normal,18.5,83.85,0.0,1.85,0.0,14.7
2026-06-01 02:33:00,Normal,18.66,84.35,0.0,1.67,0.0,14.56
2026-06-01 02:34:00,Normal,18.7,84.66,0.0,1.35,0.0,13.97
2026-06-01 02:35:00,Normal,18.96,83.59,0.0,1.59,0.0,14.63
2026-06-01 02:36:00,Normal,18.7,84.12,0.0,1.54,0.0,14.49
2026-06-01 02:37:00,Normal,18.81,83.67,0.0,1.39,0.0,14.08
2026-06-01 02:38:00,Normal,18.57,83.89,0.0,1.64,0.0,14.69
2026-06-01 02:39:00,Normal,18.45,84.68,0.0,1.57,0.0,14.47
2026-06-01 02:40:00,Normal,18.46,85.44,0.0,1.54,0.0,14.26
2026-06-01 02:41:00,Normal,18.48,84.56,0.0,1.49,0.0,14.35
2026-06-01 02:42:00,Normal,18.89,82.95,0.0,1.58,0.0,14.6
2026-06-01 02:43:00,Normal,18.43,84.47,0.0,1.54,0.0,14.49
2026-06-01 02:44:00,Normal,18.67,84.24,0.0,1.51,0.0,14.4
2026-06-01 02:45:00,Normal,18.39,84.66,0.0,1.37,0.0,14.03
2026-06-01 02:46:00,Normal,18.65,84.46,0.0,1.84,0.0,14.53
2026-06-01 02:47:00,Normal,18.55,84.75,0.0,1.29,0.0,13.82
2026-06-01 02:48:00,Normal,18.45,85.24,0.0,1.59,0.0,14.31
2026-06-01 02:49:00,Normal,18.45,85.56,0.0,1.44,0.0,14.21
2026-06-01 02:50:00,Normal,18.35,85.6,0.0,1.85,0.0,14.21
2026-06-01 02:51:00,Normal,18.5,84.03,0.0,1.32,0.0,13.9
2026-06-01 02:52:00,Normal,18.35,84.47,0.0,1.36,0.0,14.0
2026-06-01 02:53:00,Normal,18.21,85.33,0.0,1.31,0.0,13.87
2026-06-01 02:54:00,Normal,18.19,85.16,0.0,1.57,0.0,14.33
2026-06-01 02:55:00,Normal,18.39,84.19,0.0,1.23,0.0,13.67
2026-06-01 02:56:00,Normal,18.59,84.06,0.0,1.41,0.0,14.13
2026-06-01 02:57:00,Normal,18.36,84.67,0.0,1.08,0.0,13.32
2026-06-01 02:58:00,Normal,18.31,84.71,0.0,1.56,0.0,14.46
2026-06-01 02:59:00,Normal,18.35,84.8,0.0,1.41,0.0,14.13
2026-06-01 03:00:00,Normal,18.49,85.31,0.0,1.21,0.0,13.62
2026-06-01 03:01:00,Normal,18.31,85.21,0.0,1.73,0.0,14.32
2026-06-01 03:02:00,Normal,18.21,86.88,0.0,1.25,0.0,13.72
2026-06-01 03:03:00,Normal,18.42,84.9,0.0,1.67,0.0,14.4
2026-06-01 03:04:00,Normal,18.31,84.95,0.0,1.37,0.0,14.03
2026-06-01 03:05:00,Normal,18.46,84.7,0.0,1.84,0.0,14.46
2026-06-01 03:06:00,Normal,18.24,85.45,0.0,1.67,0.0,14.25
2026-06-01 03:07:00,Normal,18.02,86.18,0.0,1.32,0.0,13.9
2026-06-01 03:08:00,Normal,17.98,87.26,0.0,1.34,0.0,13.78
2026-06-01 03:09:00,Normal,18.42,84.29,0.0,1.64,0.0,14.57
2026-06-01 03:10:00,Normal,18.42,85.31,0.0,1.47,0.0,14.29
2026-06-01 03:11:00,Normal,18.12,85.75,0.0,1.49,0.0,14.17
2026-06-01 03:12:00,Normal,18.08,84.8,0.0,1.78,0.0,14.43
2026-06-01 03:13:00,Normal,18.34,85.47,0.0,1.38,0.0,14.05
2026-06-01 03:14:00,Normal,17.95,86.88,0.0,1.54,0.0,13.87
2026-06-01 03:15:00,Normal,17.97,85.55,0.0,1.72,0.0,14.23
2026-06-01 03:16:00,Normal,18.19,85.45,0.0,1.69,0.0,14.25
2026-06-01 03:17:00,Normal,18.02,84.88,0.0,1.5,0.0,14.38
2026-06-01 03:18:00,Normal,18.06,85.03,0.0,1.47,0.0,14.29
2026-06-01 03:19:00,Normal,18.03,86.51,0.0,1.19,0.0,13.57
2026-06-01 03:20:00,Normal,18.09,85.43,0.0,1.32,0.0,13.9
2026-06-01 03:21:00,Normal,18.24,84.63,0.0,1.6,0.0,14.48
2026-06-01 03:22:00,Normal,18.03,86.01,0.0,1.51,0.0,14.1
2026-06-01 03:23:00,Normal,18.11,85.36,0.0,1.55,0.0,14.28
2026-06-01 03:24:00,Normal,17.69,86.54,0.0,1.75,0.0,13.96
2026-06-01 03:25:00,Normal,17.98,86.46,0.0,1.3,0.0,13.84
2026-06-01 03:26:00,Normal,17.85,85.68,0.0,1.5,0.0,14.19
2026-06-01 03:27:00,Normal,17.79,86.02,0.0,1.58,0.0,14.1
2026-06-01 03:28:00,Normal,17.83,86.54,0.0,1.4,0.0,13.96
2026-06-01 03:29:00,Normal,17.9,86.83,0.0,1.83,0.0,13.89
2026-06-01 03:30:00,Normal,18.08,86.5,0.0,1.73,0.0,13.97
2026-06-01 03:31:00,Normal,17.73,86.32,0.0,1.61,0.0,14.02
2026-06-01 03:32:00,Normal,17.93,86.74,0.0,1.91,0.0,13.91
2026-06-01 03:33:00,Normal,17.84,85.94,0.0,1.25,0.0,13.72
2026-06-01 03:34:00,Normal,17.85,87.47,0.0,1.55,0.0,13.72
2026-06-01 03:35:00,Normal,18.04,85.17,0.0,1.63,0.0,14.33
2026-06-01 03:36:00,Normal,17.97,86.86,0.0,1.37,0.0,13.88
2026-06-01 03:37:00,Normal,18.08,85.36,0.0,1.62,0.0,14.28
2026-06-01 03:38:00,Normal,17.84,87.61,0.0,1.34,0.0,13.69
2026-06-01 03:39:00,Normal,17.76,87.0,0.0,1.7,0.0,13.84
2026-06-01 03:40:00,Normal,17.82,85.86,0.0,1.78,0.0,14.14
2026-06-01 03:41:00,Normal,17.88,85.99,0.0,1.62,0.0,14.11
2026-06-01 03:42:00,Normal,17.86,86.82,0.0,1.2,0.0,13.59
2026-06-01 03:43:00,Normal,17.67,87.53,0.0,1.38,0.0,13.71
2026-06-01 03:44:00,Normal,17.83,86.39,0.0,1.68,0.0,14.0
2026-06-01 03:45:00,Normal,17.85,86.42,0.0,1.58,0.0,13.99
2026-06-01 03:46:00,Normal,18.18,85.91,0.0,1.04,0.0,13.22
2026-06-01 03:47:00,Normal,18.08,85.82,0.0,1.82,0.0,14.15
2026-06-01 03:48:00,Normal,17.66,86.12,0.0,1.61,0.0,14.07
2026-06-01 03:49:00,Normal,17.74,86.2,0.0,1.42,0.0,14.05
2026-06-01 03:50:00,Normal,17.56,87.33,0.0,1.78,0.0,13.76
2026-06-01 03:51:00,Normal,17.68,87.57,0.0,1.45,0.0,13.7
2026-06-01 03:52:00,Normal,17.81,87.45,0.0,1.45,0.0,13.73
2026-06-01 03:53:00,Normal,17.94,86.6,0.0,1.66,0.0,13.95
2026-06-01 03:54:00,Normal,17.65,87.13,0.0,1.95,0.0,13.81
2026-06-01 03:55:00,Normal,17.65,87.39,0.0,1.92,0.0,13.74
2026-06-01 03:56:00,Normal,17.42,87.18,0.0,1.66,0.0,13.8
2026-06-01 03:57:00,Normal,17.71,86.67,0.0,1.69,0.0,13.93
2026-06-01 03:58:00,Normal,17.57,86.66,0.0,1.75,0.0,13.93
2026-06-01 03:59:00,Normal,17.65,86.2,0.0,1.35,0.0,13.97
2026-06-01 04:00:00,Normal,17.59,87.3,0.0,1.73,0.0,13.77
2026-06-01 04:01:00,Normal,17.7,86.9,0.0,1.46,0.0,13.87
2026-06-01 04:02:00,Normal,17.45,87.91,0.0,1.67,0.0,13.61
2026-06-01 04:03:00,Normal,17.49,87.72,0.0,1.56,0.0,13.66
2026-06-01 04:04:00,Normal,18.02,86.05,0.0,1.71,0.0,14.09
2026-06-01 04:05:00,Normal,17.51,87.67,0.0,1.63,0.0,13.67
2026-06-01 04:06:00,Normal,17.53,87.24,0.0,1.0,0.0,13.11
2026-06-01 04:07:00,Normal,17.97,86.3,0.0,1.65,0.0,14.03
2026-06-01 04:08:00,Normal,18.12,85.19,0.0,1.75,0.0,14.32
2026-06-01 04:09:00,Normal,17.51,87.55,0.0,1.71,0.0,13.7
2026-06-01 04:10:00,Normal,17.63,87.4,0.0,1.6,0.0,13.74
2026-06-01 04:11:00,Normal,17.73,86.31,0.0,1.95,0.0,14.02
2026-06-01 04:12:00,Normal,17.94,86.18,0.0,1.69,0.0,14.06
2026-06-01 04:13:00,Normal,17.53,86.91,0.0,1.71,0.0,13.87
2026-06-01 04:14:00,Normal,17.63,86.67,0.0,1.84,0.0,13.93
2026-06-01 04:15:00,Normal,17.78,85.89,0.0,1.7,0.0,14.14
2026-06-01 04:16:00,Normal,17.73,87.47,0.0,1.45,0.0,13.72
2026-06-01 04:17:00,Normal,17.61,87.7,0.0,1.15,0.0,13.47
2026-06-01 04:18:00,Normal,17.64,87.29,0.0,1.54,0.0,13.77
2026-06-01 04:19:00,Normal,17.45,88.67,0.0,1.79,0.0,13.43
2026-06-01 04:20:00,Normal,17.62,86.9,0.0,1.57,0.0,13.87
2026-06-01 04:21:00,Normal,17.62,88.85,0.0,1.81,0.0,13.38
2026-06-01 04:22:00,Normal,17.69,86.69,0.0,1.68,0.0,13.92
2026-06-01 04:23:00,Normal,17.57,87.31,0.0,1.91,0.0,13.76
2026-06-01 04:24:00,Normal,17.72,86.5,0.0,1.59,0.0,13.97
2026-06-01 04:25:00,Normal,17.8,86.74,0.0,1.75,0.0,13.91
2026-06-01 04:26:00,Normal,17.67,87.37,0.0,1.76,0.0,13.75
2026-06-01 04:27:00,Normal,17.7,86.72,0.0,1.96,0.0,13.92
2026-06-01 04:28:00,Normal,17.66,87.98,0.0,1.32,0.0,13.6
2026-06-01 04:29:00,Normal,17.65,87.08,0.0,1.57,0.0,13.82
2026-06-01 04:30:00,Normal,17.54,87.4,0.0,1.84,0.0,13.74
2026-06-01 04:31:00,Normal,17.7,86.26,0.0,1.98,0.0,14.04
2026-06-01 04:32:00,Normal,17.64,87.23,0.0,1.72,0.0,13.78
2026-06-01 04:33:00,Normal,17.96,85.99,0.0,1.61,0.0,14.11
2026-06-01 04:34:00,Normal,17.89,85.92,0.0,1.83,0.0,14.13
2026-06-01 04:35:00,Normal,17.71,86.31,0.0,1.85,0.0,14.02
2026-06-01 04:36:00,Normal,17.54,88.85,0.0,1.61,0.0,13.38
2026-06-01 04:37:00,Normal,17.49,87.23,0.0,1.75,0.0,13.78
2026-06-01 04:38:00,Normal,17.83,85.56,0.0,1.92,0.0,14.22
2026-06-01 04:39:00,Normal,17.7,86.39,0.0,2.07,0.0,14.0
2026-06-01 04:40:00,Normal,17.73,86.69,0.0,1.84,0.0,13.92
2026-06-01 04:41:00,Normal,17.4,87.97,0.0,1.7,0.0,13.6
2026-06-01 04:42:00,Normal,17.8,86.85,0.0,1.68,0.0,13.88
2026-06-01 04:43:00,Normal,17.73,87.12,0.0,1.81,0.0,13.81
2026-06-01 04:44:00,Normal,17.5,86.97,0.0,1.68,0.0,13.85
2026-06-01 04:45:00,Normal,17.6,87.29,0.0,1.74,0.0,13.77
2026-06-01 04:46:00,Normal,17.71,86.25,0.0,1.49,0.0,14.04
2026-06-01 04:47:00,Normal,17.68,86.48,0.0,1.97,0.0,13.98
2026-06-01 04:48:00,Normal,17.63,86.44,0.0,1.48,0.0,13.99
2026-06-01 04:49:00,Normal,17.66,86.19,0.0,1.63,0.0,14.06
2026-06-01 04:50:00,Normal,17.64,87.59,0.0,1.74,0.0,13.69
2026-06-01 04:51:00,Normal,17.71,87.19,0.0,2.12,0.0,13.79
2026-06-01 04:52:00,Normal,17.91,86.8,0.0,1.64,0.0,13.9
2026-06-01 04:53:00,Normal,17.31,87.91,0.0,1.59,0.0,13.61
2026-06-01 04:54:00,Normal,17.66,87.38,0.0,1.62,0.0,13.75
2026-06-01 04:55:00,Normal,17.73,85.67,0.0,2.06,0.0,14.19
2026-06-01 04:56:00,Normal,17.75,87.18,0.0,1.17,0.0,13.52
2026-06-01 04:57:00,Normal,17.65,87.04,0.0,1.53,0.0,13.83
2026-06-01 04:58:00,Normal,17.45,87.87,0.0,2.28,0.0,13.62
2026-06-01 04:59:00,Normal,17.77,86.84,0.0,1.86,0.0,13.88
2026-06-01 05:00:00,Normal,17.98,85.43,0.0,1.52,0.0,14.26
2026-06-01 05:01:00,Normal,17.5,86.46,0.0,1.74,0.0,13.98
2026-06-01 05:02:00,Normal,17.86,85.92,0.0,1.76,0.0,14.13
2026-06-01 05:03:00,Normal,17.69,87.17,0.0,1.92,0.0,13.8
2026-06-01 05:04:00,Normal,17.73,87.12,0.0,2.12,0.0,13.81
2026-06-01 05:05:00,Normal,17.59,86.28,0.0,1.84,0.0,14.03
2026-06-01 05:06:00,Normal,17.7,86.2,0.0,1.65,0.0,14.05
2026-06-01 05:07:00,Normal,17.96,85.66,0.0,1.92,0.0,14.2
2026-06-01 05:08:00,Normal,17.85,86.16,0.0,1.63,0.0,14.06
2026-06-01 05:09:00,Normal,18.03,85.06,0.0,1.56,0.0,14.36
2026-06-01 05:10:00,Normal,17.96,85.24,0.0,1.42,0.0,14.16
2026-06-01 05:11:00,Normal,17.85,85.89,0.0,1.46,0.0,14.14
2026-06-01 05:12:00,Normal,18.05,85.87,0.0,1.6,0.0,14.14
2026-06-01 05:13:00,Normal,17.87,85.63,0.0,1.55,0.0,14.21
2026-06-01 05:14:00,Normal,17.93,86.09,0.0,1.85,0.0,14.08
2026-06-01 05:15:00,Normal,17.77,87.24,0.0,1.55,0.0,13.78
2026-06-01 05:16:00,Normal,17.83,85.66,0.0,1.16,0.0,13.49
2026-06-01 05:17:00,Normal,17.72,86.61,0.0,1.58,0.0,13.94
2026-06-01 05:18:00,Normal,17.98,86.63,0.0,1.7,0.0,13.94
2026-06-01 05:19:00,Normal,17.67,86.64,0.0,1.68,0.0,13.94
2026-06-01 05:20:00,Normal,17.97,85.71,0.0,2.11,0.0,14.18
2026-06-01 05:21:00,Normal,17.83,87.14,0.0,1.68,0.0,13.81
2026-06-01 05:22:00,Normal,18.04,85.66,0.0,1.98,0.0,14.2
2026-06-01 05:23:00,Normal,17.99,86.66,0.0,1.81,0.0,13.93
2026-06-01 05:24:00,Normal,18.16,85.79,0.0,1.81,0.0,14.16
2026-06-01 05:25:00,Normal,18.0,85.75,0.0,1.65,0.0,14.17
2026-06-01 05:26:00,Normal,17.67,87.18,0.0,1.81,0.0,13.8
2026-06-01 05:27:00,Normal,17.9,86.43,0.0,1.67,0.0,13.99
2026-06-01 05:28:00,Normal,17.74,87.29,0.0,1.86,0.0,13.77
2026-06-01 05:29:00,Normal,17.85,86.05,0.0,1.78,0.0,14.09
2026-06-01 05:30:00,Normal,18.17,85.53,0.0,1.64,0.0,14.23
2026-06-01 05:31:00,Normal,18.04,85.81,3.43,2.03,0.0,14.16
2026-06-01 05:32:00,Normal,17.85,86.8,6.58,1.92,0.0,13.9
2026-06-01 05:33:00,Normal,17.82,85.86,10.79,1.75,0.0,14.14
2026-06-01 05:34:00,Normal,17.98,86.62,14.15,1.87,0.0,13.94
2026-06-01 05:35:00,Normal,17.81,86.78,17.27,1.83,0.0,13.9
2026-06-01 05:36:00,Normal,17.9,85.46,19.71,1.68,0.0,14.25
2026-06-01 05:37:00,Normal,18.06,86.53,24.11,1.87,0.0,13.97
2026-06-01 05:38:00,Normal,18.19,86.77,26.46,1.73,0.0,13.9
