timestamp,zone_id,crop,soil_type,soil_moisture,rsm,moisture_error,soil_stress,fc,wp,target_moisture,root_depth,etc,effective_rainfall
2026-06-01 00:05:00,1,Tomato,Loam,54.9997,0.6667,5.0003,25.98,70.0,25.0,60.0,0.7,0.000289,0.0
2026-06-01 00:05:00,2,Wheat,Sandy,41.9998,0.5714,13.0002,56.37,60.0,18.0,55.0,0.9,0.000213,0.0
2026-06-01 00:05:00,3,Maize,Clay,64.9998,0.7778,0.0002,14.15,75.0,30.0,65.0,1.0,0.000301,0.0
2026-06-01 00:06:00,1,Tomato,Loam,54.9997,0.6667,5.0003,25.98,70.0,25.0,60.0,0.7,0.000421,0.0
2026-06-01 00:06:00,2,Wheat,Sandy,41.9998,0.5714,13.0002,56.37,60.0,18.0,55.0,0.9,0.000311,0.0
2026-06-01 00:06:00,3,Maize,Clay,64.9998,0.7778,0.0002,14.15,75.0,30.0,65.0,1.0,0.000439,0.0
2026-06-01 00:07:00,1,Tomato,Loam,54.9996,0.6667,5.0004,25.98,70.0,25.0,60.0,0.7,0.00037,0.0
2026-06-01 00:07:00,2,Wheat,Sandy,41.9998,0.5714,13.0002,56.37,60.0,18.0,55.0,0.9,0.000274,0.0
2026-06-01 00:07:00,3,Maize,Clay,64.9997,0.7778,0.0003,14.15,75.0,30.0,65.0,1.0,0.000386,0.0
2026-06-01 00:08:00,1,Tomato,Loam,54.9996,0.6667,5.0004,25.98,70.0,25.0,60.0,0.7,0.000386,0.0
2026-06-01 00:08:00,2,Wheat,Sandy,41.9997,0.5714,13.0003,56.37,60.0,18.0,55.0,0.9,0.000286,0.0
2026-06-01 00:08:00,3,Maize,Clay,64.9997,0.7778,0.0003,14.15,75.0,30.0,65.0,1.0,0.000403,0.0
2026-06-01 00:09:00,1,Tomato,Loam,54.9995,0.6667,5.0005,25.98,70.0,25.0,60.0,0.7,0.000179,0.0
2026-06-01 00:09:00,2,Wheat,Sandy,41.9997,0.5714,13.0003,56.37,60.0,18.0,55.0,0.9,0.000133,0.0
2026-06-01 00:09:00,3,Maize,Clay,64.9997,0.7778,0.0003,14.15,75.0,30.0,65.0,1.0,0.000187,0.0
2026-06-01 00:10:00,1,Tomato,Loam,54.9995,0.6667,5.0005,25.98,70.0,25.0,60.0,0.7,0.000499,0.0
2026-06-01 00:10:00,2,Wheat,Sandy,41.9997,0.5714,13.0003,56.37,60.0,18.0,55.0,0.9,0.000369,0.0
2026-06-01 00:10:00,3,Maize,Clay,64.9996,0.7778,0.0004,14.15,75.0,30.0,65.0,1.0,0.000521,0.0
2026-06-01 00:11:00,1,Tomato,Loam,54.9994,0.6667,5.0006,25.98,70.0,25.0,60.0,0.7,0.00023,0.0
2026-06-01 00:11:00,2,Wheat,Sandy,41.9997,0.5714,13.0003,56.37,60.0,18.0,55.0,0.9,0.00017,0.0
2026-06-01 00:11:00,3,Maize,Clay,64.9996,0.7778,0.0004,14.15,75.0,30.0,65.0,1.0,0.00024,0.0
2026-06-01 00:12:00,1,Tomato,Loam,54.9994,0.6667,5.0006,25.98,70.0,25.0,60.0,0.7,0.000443,0.0
2026-06-01 00:12:00,2,Wheat,Sandy,41.9996,0.5714,13.0004,56.37,60.0,18.0,55.0,0.9,0.000327,0.0
2026-06-01 00:12:00,3,Maize,Clay,64.9996,0.7778,0.0004,14.15,75.0,30.0,65.0,1.0,0.000462,0.0
2026-06-01 00:13:00,1,Tomato,Loam,54.9993,0.6667,5.0007,25.98,70.0,25.0,60.0,0.7,0.000424,0.0
2026-06-01 00:13:00,2,Wheat,Sandy,41.9996,0.5714,13.0004,56.37,60.0,18.0,55.0,0.9,0.000314,0.0
2026-06-01 00:13:00,3,Maize,Clay,64.9995,0.7778,0.0005,14.15,75.0,30.0,65.0,1.0,0.000443,0.0
2026-06-01 00:14:00,1,Tomato,Loam,54.9993,0.6667,5.0007,25.98,70.0,25.0,60.0,0.7,0.000376,0.0
2026-06-01 00:14:00,2,Wheat,Sandy,41.9996,0.5714,13.0004,56.37,60.0,18.0,55.0,0.9,0.000278,0.0
2026-06-01 00:14:00,3,Maize,Clay,64.9995,0.7778,0.0005,14.15,75.0,30.0,65.0,1.0,0.000392,0.0
2026-06-01 00:15:00,1,Tomato,Loam,54.9992,0.6666,5.0008,26.01,70.0,25.0,60.0,0.7,0.000247,0.0
2026-06-01 00:15:00,2,Wheat,Sandy,41.9995,0.5714,13.0005,56.37,60.0,18.0,55.0,0.9,0.000183,0.0
2026-06-01 00:15:00,3,Maize,Clay,64.9994,0.7778,0.0006,14.15,75.0,30.0,65.0,1.0,0.000258,0.0
2026-06-01 00:16:00,1,Tomato,Loam,54.9992,0.6666,5.0008,26.01,70.0,25.0,60.0,0.7,0.00031,0.0
2026-06-01 00:16:00,2,Wheat,Sandy,41.9995,0.5714,13.0005,56.37,60.0,18.0,55.0,0.9,0.00023,0.0
2026-06-01 00:16:00,3,Maize,Clay,64.9994,0.7778,0.0006,14.15,75.0,30.0,65.0,1.0,0.000324,0.0
2026-06-01 00:17:00,1,Tomato,Loam,54.9992,0.6666,5.0008,26.01,70.0,25.0,60.0,0.7,0.000258,0.0
2026-06-01 00:17:00,2,Wheat,Sandy,41.9995,0.5714,13.0005,56.37,60.0,18.0,55.0,0.9,0.00019,0.0
2026-06-01 00:17:00,3,Maize,Clay,64.9994,0.7778,0.0006,14.15,75.0,30.0,65.0,1.0,0.000269,0.0
2026-06-01 00:18:00,1,Tomato,Loam,54.9991,0.6666,5.0009,26.01,70.0,25.0,60.0,0.7,0.000325,0.0
2026-06-01 00:18:00,2,Wheat,Sandy,41.9995,0.5714,13.0005,56.37,60.0,18.0,55.0,0.9,0.000241,0.0
2026-06-01 00:18:00,3,Maize,Clay,64.9993,0.7778,0.0007,14.15,75.0,30.0,65.0,1.0,0.00034,0.0
2026-06-01 00:19:00,1,Tomato,Loam,54.9991,0.6666,5.0009,26.01,70.0,25.0,60.0,0.7,0.00027,0.0
2026-06-01 00:19:00,2,Wheat,Sandy,41.9995,0.5714,13.0005,56.37,60.0,18.0,55.0,0.9,0.0002,0.0
2026-06-01 00:19:00,3,Maize,Clay,64.9993,0.7778,0.0007,14.15,75.0,30.0,65.0,1.0,0.000282,0.0
2026-06-01 00:20:00,1,Tomato,Loam,54.9991,0.6666,5.0009,26.01,70.0,25.0,60.0,0.7,0.000137,0.0
2026-06-01 00:20:00,2,Wheat,Sandy,41.9994,0.5714,13.0006,56.37,60.0,18.0,55.0,0.9,0.000101,0.0
2026-06-01 00:20:00,3,Maize,Clay,64.9993,0.7778,0.0007,14.15,75.0,30.0,65.0,1.0,0.000143,0.0
2026-06-01 00:21:00,1,Tomato,Loam,54.999,0.6666,5.001,26.01,70.0,25.0,60.0,0.7,0.000391,0.0
2026-06-01 00:21:00,2,Wheat,Sandy,41.9994,0.5714,13.0006,56.37,60.0,18.0,55.0,0.9,0.000289,0.0
2026-06-01 00:21:00,3,Maize,Clay,64.9993,0.7778,0.0007,14.15,75.0,30.0,65.0,1.0,0.000408,0.0
2026-06-01 00:22:00,1,Tomato,Loam,54.999,0.6666,5.001,26.01,70.0,25.0,60.0,0.7,0.000283,0.0
2026-06-01 00:22:00,2,Wheat,Sandy,41.9994,0.5714,13.0006,56.37,60.0,18.0,55.0,0.9,0.000209,0.0
2026-06-01 00:22:00,3,Maize,Clay,64.9992,0.7778,0.0008,14.15,75.0,30.0,65.0,1.0,0.000295,0.0
2026-06-01 00:23:00,1,Tomato,Loam,54.9989,0.6666,5.0011,26.01,70.0,25.0,60.0,0.7,0.000253,0.0
2026-06-01 00:23:00,2,Wheat,Sandy,41.9994,0.5714,13.0006,56.37,60.0,18.0,55.0,0.9,0.000187,0.0
2026-06-01 00:23:00,3,Maize,Clay,64.9992,0.7778,0.0008,14.15,75.0,30.0,65.0,1.0,0.000264,0.0
2026-06-01 00:24:00,1,Tomato,Loam,54.9989,0.6666,5.0011,26.01,70.0,25.0,60.0,0.7,0.000242,0.0
2026-06-01 00:24:00,2,Wheat,Sandy,41.9993,0.5714,13.0007,56.38,60.0,18.0,55.0,0.9,0.000178,0.0
2026-06-01 00:24:00,3,Maize,Clay,64.9992,0.7778,0.0008,14.15,75.0,30.0,65.0,1.0,0.000252,0.0
2026-06-01 00:25:00,1,Tomato,Loam,54.9988,0.6666,5.0012,26.01,70.0,25.0,60.0,0.7,0.000304,0.0
2026-06-01 00:25:00,2,Wheat,Sandy,41.9993,0.5714,13.0007,56.38,60.0,18.0,55.0,0.9,0.000224,0.0
2026-06-01 00:25:00,3,Maize,Clay,64.9991,0.7778,0.0009,14.15,75.0,30.0,65.0,1.0,0.000317,0.0
2026-06-01 00:26:00,1,Tomato,Loam,54.9988,0.6666,5.0012,26.01,70.0,25.0,60.0,0.7,0.000202,0.0
2026-06-01 00:26:00,2,Wheat,Sandy,41.9993,0.5714,13.0007,56.38,60.0,18.0,55.0,0.9,0.00015,0.0
2026-06-01 00:26:00,3,Maize,Clay,64.9991,0.7778,0.0009,14.15,75.0,30.0,65.0,1.0,0.000211,0.0
2026-06-01 00:27:00,1,Tomato,Loam,54.9988,0.6666,5.0012,26.01,70.0,25.0,60.0,0.7,9.8e-05,0.0
2026-06-01 00:27:00,2,Wheat,Sandy,41.9993,0.5714,13.0007,56.38,60.0,18.0,55.0,0.9,7.2e-05,0.0
2026-06-01 00:27:00,3,Maize,Clay,64.9991,0.7778,0.0009,14.15,75.0,30.0,65.0,1.0,0.000102,0.0
2026-06-01 00:28:00,1,Tomato,Loam,54.9988,0.6666,5.0012,26.01,70.0,25.0,60.0,0.7,0.000322,0.0
2026-06-01 00:28:00,2,Wheat,Sandy,41.9993,0.5714,13.0007,56.38,60.0,18.0,55.0,0.9,0.000238,0.0
2026-06-01 00:28:00,3,Maize,Clay,64.9991,0.7778,0.0009,14.15,75.0,30.0,65.0,1.0,0.000336,0.0
2026-06-01 00:29:00,1,Tomato,Loam,54.9987,0.6666,5.0013,26.01,70.0,25.0,60.0,0.7,0.000302,0.0
2026-06-01 00:29:00,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,60.0,18.0,55.0,0.9,0.000224,0.0
2026-06-01 00:29:00,3,Maize,Clay,64.9991,0.7778,0.0009,14.15,75.0,30.0,65.0,1.0,0.000316,0.0
2026-06-01 00:30:00,1,Tomato,Loam,54.9987,0.6666,5.0013,26.01,70.0,25.0,60.0,0.7,0.000282,0.0
2026-06-01 00:30:00,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,60.0,18.0,55.0,0.9,0.000208,0.0
2026-06-01 00:30:00,3,Maize,Clay,64.999,0.7778,0.001,14.15,75.0,30.0,65.0,1.0,0.000294,0.0
2026-06-01 00:31:00,1,Tomato,Loam,54.9986,0.6666,5.0014,26.01,70.0,25.0,60.0,0.7,0.000151,0.0
2026-06-01 00:31:00,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,60.0,18.0,55.0,0.9,0.000111,0.0
2026-06-01 00:31:00,3,Maize,Clay,64.999,0.7778,0.001,14.15,75.0,30.0,65.0,1.0,0.000157,0.0
2026-06-01 00:32:00,1,Tomato,Loam,54.9986,0.6666,5.0014,26.01,70.0,25.0,60.0,0.7,0.000259,0.0
2026-06-01 00:32:00,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,60.0,18.0,55.0,0.9,0.000191,0.0
2026-06-01 00:32:00,3,Maize,Clay,64.999,0.7778,0.001,14.15,75.0,30.0,65.0,1.0,0.00027,0.0
2026-06-01 00:33:00,1,Tomato,Loam,54.9986,0.6666,5.0014,26.01,70.0,25.0,60.0,0.7,0.00016,0.0
2026-06-01 00:33:00,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,60.0,18.0,55.0,0.9,0.000118,0.0
2026-06-01 00:33:00,3,Maize,Clay,64.999,0.7778,0.001,14.15,75.0,30.0,65.0,1.0,0.000167,0.0
2026-06-01 00:34:00,1,Tomato,Loam,54.9985,0.6666,5.0015,26.01,70.0,25.0,60.0,0.7,0.000179,0.0
2026-06-01 00:34:00,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,60.0,18.0,55.0,0.9,0.000133,0.0
2026-06-01 00:34:00,3,Maize,Clay,64.9989,0.7778,0.0011,14.15,75.0,30.0,65.0,1.0,0.000187,0.0
2026-06-01 00:35:00,1,Tomato,Loam,54.9985,0.6666,5.0015,26.01,70.0,25.0,60.0,0.7,0.000183,0.0
2026-06-01 00:35:00,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,60.0,18.0,55.0,0.9,0.000135,0.0
2026-06-01 00:35:00,3,Maize,Clay,64.9989,0.7778,0.0011,14.15,75.0,30.0,65.0,1.0,0.000191,0.0
2026-06-01 00:36:00,1,Tomato,Loam,54.9985,0.6666,5.0015,26.01,70.0,25.0,60.0,0.7,0.000284,0.0
2026-06-01 00:36:00,2,Wheat,Sandy,41.9991,0.5714,13.0009,56.38,60.0,18.0,55.0,0.9,0.00021,0.0
2026-06-01 00:36:00,3,Maize,Clay,64.9989,0.7778,0.0011,14.15,75.0,30.0,65.0,1.0,0.000296,0.0
2026-06-01 00:37:00,1,Tomato,Loam,54.9984,0.6666,5.0016,26.01,70.0,25.0,60.0,0.7,0.000187,0.0
2026-06-01 00:37:00,2,Wheat,Sandy,41.9991,0.5714,13.0009,56.38,60.0,18.0,55.0,0.9,0.000139,0.0
2026-06-01 00:37:00,3,Maize,Clay,64.9989,0.7778,0.0011,14.15,75.0,30.0,65.0,1.0,0.000196,0.0
2026-06-01 00:38:00,1,Tomato,Loam,54.9984,0.6666,5.0016,26.01,70.0,25.0,60.0,0.7,0.000213,0.0
2026-06-01 00:38:00,2,Wheat,Sandy,41.9991,0.5714,13.0009,56.38,60.0,18.0,55.0,0.9,0.000157,0.0
2026-06-01 00:38:00,3,Maize,Clay,64.9988,0.7778,0.0012,14.15,75.0,30.0,65.0,1.0,0.000222,0.0
2026-06-01 00:39:00,1,Tomato,Loam,54.9984,0.6666,5.0016,26.01,70.0,25.0,60.0,0.7,0.000371,0.0
2026-06-01 00:39:00,2,Wheat,Sandy,41.9991,0.5714,13.0009,56.38,60.0,18.0,55.0,0.9,0.000275,0.0
2026-06-01 00:39:00,3,Maize,Clay,64.9988,0.7778,0.0012,14.15,75.0,30.0,65.0,1.0,0.000388,0.0
2026-06-01 00:40:00,1,Tomato,Loam,54.9983,0.6666,5.0017,26.01,70.0,25.0,60.0,0.7,0.000278,0.0
2026-06-01 00:40:00,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,60.0,18.0,55.0,0.9,0.000206,0.0
2026-06-01 00:40:00,3,Maize,Clay,64.9988,0.7778,0.0012,14.15,75.0,30.0,65.0,1.0,0.00029,0.0
2026-06-01 00:41:00,1,Tomato,Loam,54.9983,0.6666,5.0017,26.01,70.0,25.0,60.0,0.7,0.00026,0.0
2026-06-01 00:41:00,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,60.0,18.0,55.0,0.9,0.000192,0.0
2026-06-01 00:41:00,3,Maize,Clay,64.9988,0.7778,0.0012,14.15,75.0,30.0,65.0,1.0,0.000271,0.0
2026-06-01 00:42:00,1,Tomato,Loam,54.9982,0.6666,5.0018,26.01,70.0,25.0,60.0,0.7,0.000213,0.0
2026-06-01 00:42:00,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,60.0,18.0,55.0,0.9,0.000157,0.0
2026-06-01 00:42:00,3,Maize,Clay,64.9987,0.7777,0.0013,14.15,75.0,30.0,65.0,1.0,0.000222,0.0
2026-06-01 00:43:00,1,Tomato,Loam,54.9982,0.6666,5.0018,26.01,70.0,25.0,60.0,0.7,0.000194,0.0
2026-06-01 00:43:00,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,60.0,18.0,55.0,0.9,0.000144,0.0
2026-06-01 00:43:00,3,Maize,Clay,64.9987,0.7777,0.0013,14.15,75.0,30.0,65.0,1.0,0.000203,0.0
2026-06-01 00:44:00,1,Tomato,Loam,54.9982,0.6666,5.0018,26.01,70.0,25.0,60.0,0.7,6.9e-05,0.0
2026-06-01 00:44:00,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,60.0,18.0,55.0,0.9,5.1e-05,0.0
2026-06-01 00:44:00,3,Maize,Clay,64.9987,0.7777,0.0013,14.15,75.0,30.0,65.0,1.0,7.2e-05,0.0
2026-06-01 00:45:00,1,Tomato,Loam,54.9982,0.6666,5.0018,26.01,70.0,25.0,60.0,0.7,0.000278,0.0
2026-06-01 00:45:00,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,60.0,18.0,55.0,0.9,0.000206,0.0
2026-06-01 00:45:00,3,Maize,Clay,64.9987,0.7777,0.0013,14.15,75.0,30.0,65.0,1.0,0.00029,0.0
2026-06-01 00:46:00,1,Tomato,Loam,54.9981,0.6666,5.0019,26.01,70.0,25.0,60.0,0.7,0.000252,0.0
2026-06-01 00:46:00,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,60.0,18.0,55.0,0.9,0.000186,0.0
2026-06-01 00:46:00,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,75.0,30.0,65.0,1.0,0.000263,0.0
2026-06-01 00:47:00,1,Tomato,Loam,54.9981,0.6666,5.0019,26.01,70.0,25.0,60.0,0.7,0.000204,0.0
2026-06-01 00:47:00,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,60.0,18.0,55.0,0.9,0.00015,0.0
2026-06-01 00:47:00,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,75.0,30.0,65.0,1.0,0.000212,0.0
2026-06-01 00:48:00,1,Tomato,Loam,54.9981,0.6666,5.0019,26.01,70.0,25.0,60.0,0.7,0.00023,0.0
2026-06-01 00:48:00,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,60.0,18.0,55.0,0.9,0.00017,0.0
2026-06-01 00:48:00,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,75.0,30.0,65.0,1.0,0.00024,0.0
2026-06-01 00:49:00,1,Tomato,Loam,54.998,0.6666,5.002,26.01,70.0,25.0,60.0,0.7,0.000267,0.0
2026-06-01 00:49:00,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,60.0,18.0,55.0,0.9,0.000197,0.0
2026-06-01 00:49:00,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,75.0,30.0,65.0,1.0,0.000278,0.0
2026-06-01 00:50:00,1,Tomato,Loam,54.998,0.6666,5.002,26.01,70.0,25.0,60.0,0.7,0.000107,0.0
2026-06-01 00:50:00,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,60.0,18.0,55.0,0.9,7.9e-05,0.0
2026-06-01 00:50:00,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,75.0,30.0,65.0,1.0,0.000112,0.0
2026-06-01 00:51:00,1,Tomato,Loam,54.998,0.6666,5.002,26.01,70.0,25.0,60.0,0.7,0.00016,0.0
2026-06-01 00:51:00,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,60.0,18.0,55.0,0.9,0.000118,0.0
2026-06-01 00:51:00,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,75.0,30.0,65.0,1.0,0.000167,0.0
2026-06-01 00:52:00,1,Tomato,Loam,54.998,0.6666,5.002,26.01,70.0,25.0,60.0,0.7,9.7e-05,0.0
2026-06-01 00:52:00,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,60.0,18.0,55.0,0.9,7.1e-05,0.0
2026-06-01 00:52:00,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,75.0,30.0,65.0,1.0,0.000101,0.0
2026-06-01 00:53:00,1,Tomato,Loam,54.9979,0.6666,5.0021,26.01,70.0,25.0,60.0,0.7,0.000297,0.0
2026-06-01 00:53:00,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,60.0,18.0,55.0,0.9,0.000219,0.0
2026-06-01 00:53:00,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,75.0,30.0,65.0,1.0,0.00031,0.0
2026-06-01 00:54:00,1,Tomato,Loam,54.9979,0.6666,5.0021,26.01,70.0,25.0,60.0,0.7,0.000261,0.0
2026-06-01 00:54:00,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,60.0,18.0,55.0,0.9,0.000193,0.0
2026-06-01 00:54:00,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,75.0,30.0,65.0,1.0,0.000272,0.0
2026-06-01 00:55:00,1,Tomato,Loam,54.9979,0.6666,5.0021,26.01,70.0,25.0,60.0,0.7,6e-05,0.0
2026-06-01 00:55:00,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,60.0,18.0,55.0,0.9,4.4e-05,0.0
2026-06-01 00:55:00,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,75.0,30.0,65.0,1.0,6.2e-05,0.0
2026-06-01 00:56:00,1,Tomato,Loam,54.9978,0.6666,5.0022,26.01,70.0,25.0,60.0,0.7,0.000102,0.0
2026-06-01 00:56:00,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,60.0,18.0,55.0,0.9,7.6e-05,0.0
2026-06-01 00:56:00,3,Maize,Clay,64.9984,0.7777,0.0016,14.15,75.0,30.0,65.0,1.0,0.000107,0.0
2026-06-01 00:57:00,1,Tomato,Loam,54.9978,0.6666,5.0022,26.01,70.0,25.0,60.0,0.7,0.000182,0.0
2026-06-01 00:57:00,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,60.0,18.0,55.0,0.9,0.000134,0.0
2026-06-01 00:57:00,3,Maize,Clay,64.9984,0.7777,0.0016,14.15,75.0,30.0,65.0,1.0,0.00019,0.0
2026-06-01 00:58:00,1,Tomato,Loam,54.9978,0.6666,5.0022,26.01,70.0,25.0,60.0,0.7,0.000152,0.0
2026-06-01 00:58:00,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,60.0,18.0,55.0,0.9,0.000112,0.0
2026-06-01 00:58:00,3,Maize,Clay,64.9984,0.7777,0.0016,14.15,75.0,30.0,65.0,1.0,0.000158,0.0
2026-06-01 00:59:00,1,Tomato,Loam,54.9978,0.6666,5.0022,26.01,70.0,25.0,60.0,0.7,0.000113,0.0
2026-06-01 00:59:00,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,60.0,18.0,55.0,0.9,8.3e-05,0.0
2026-06-01 00:59:00,3,Maize,Clay,64.9984,0.7777,0.0016,14.15,75.0,30.0,65.0,1.0,0.000118,0.0
2026-06-01 01:00:00,1,Tomato,Loam,54.9977,0.6666,5.0023,26.01,70.0,25.0,60.0,0.7,0.00026,0.0
2026-06-01 01:00:00,2,Wheat,Sandy,41.9987,0.5714,13.0013,56.38,60.0,18.0,55.0,0.9,0.000192,0.0
2026-06-01 01:00:00,3,Maize,Clay,64.9984,0.7777,0.0016,14.15,75.0,30.0,65.0,1.0,0.000271,0.0
2026-06-01 01:01:00,1,Tomato,Loam,54.9977,0.6666,5.0023,26.01,70.0,25.0,60.0,0.7,0.000181,0.0
2026-06-01 01:01:00,2,Wheat,Sandy,41.9987,0.5714,13.0013,56.38,60.0,18.0,55.0,0.9,0.000133,0.0
2026-06-01 01:01:00,3,Maize,Clay,64.9984,0.7777,0.0016,14.15,75.0,30.0,65.0,1.0,0.000188,0.0
2026-06-01 01:02:00,1,Tomato,Loam,54.9977,0.6666,5.0023,26.01,70.0,25.0,60.0,0.7,0.000209,0.0
2026-06-01 01:02:00,2,Wheat,Sandy,41.9987,0.5714,13.0013,56.38,60.0,18.0,55.0,0.9,0.000155,0.0
2026-06-01 01:02:00,3,Maize,Clay,64.9983,0.7777,0.0017,14.15,75.0,30.0,65.0,1.0,0.000218,0.0
2026-06-01 01:03:00,1,Tomato,Loam,54.9977,0.6666,5.0023,26.01,70.0,25.0,60.0,0.7,0.000139,0.0
2026-06-01 01:03:00,2,Wheat,Sandy,41.9987,0.5714,13.0013,56.38,60.0,18.0,55.0,0.9,0.000103,0.0
2026-06-01 01:03:00,3,Maize,Clay,64.9983,0.7777,0.0017,14.15,75.0,30.0,65.0,1.0,0.000145,0.0
2026-06-01 01:04:00,1,Tomato,Loam,54.9976,0.6666,5.0024,26.01,70.0,25.0,60.0,0.7,0.00023,0.0
2026-06-01 01:04:00,2,Wheat,Sandy,41.9987,0.5714,13.0013,56.38,60.0,18.0,55.0,0.9,0.00017,0.0
2026-06-01 01:04:00,3,Maize,Clay,64.9983,0.7777,0.0017,14.15,75.0,30.0,65.0,1.0,0.00024,0.0
2026-06-01 01:05:00,1,Tomato,Loam,54.9976,0.6666,5.0024,26.01,70.0,25.0,60.0,0.7,0.000152,0.0
2026-06-01 01:05:00,2,Wheat,Sandy,41.9987,0.5714,13.0013,56.38,60.0,18.0,55.0,0.9,0.000112,0.0
2026-06-01 01:05:00,3,Maize,Clay,64.9983,0.7777,0.0017,14.15,75.0,30.0,65.0,1.0,0.000158,0.0
2026-06-01 01:06:00,1,Tomato,Loam,54.9976,0.6666,5.0024,26.01,70.0,25.0,60.0,0.7,0.000128,0.0
2026-06-01 01:06:00,2,Wheat,Sandy,41.9986,0.5714,13.0014,56.38,60.0,18.0,55.0,0.9,9.4e-05,0.0
2026-06-01 01:06:00,3,Maize,Clay,64.9983,0.7777,0.0017,14.15,75.0,30.0,65.0,1.0,0.000133,0.0
2026-06-01 01:07:00,1,Tomato,Loam,54.9976,0.6666,5.0024,26.01,70.0,25.0,60.0,0.7,0.000196,0.0
2026-06-01 01:07:00,2,Wheat,Sandy,41.9986,0.5714,13.0014,56.38,60.0,18.0,55.0,0.9,0.000145,0.0
2026-06-01 01:07:00,3,Maize,Clay,64.9982,0.7777,0.0018,14.15,75.0,30.0,65.0,1.0,0.000204,0.0
