timestamp,zone_id,crop,soil_type,soil_moisture,soil_storage_mm,field_capacity,wilting_point,saturation,root_depth_m,rsm,target_moisture,moisture_error,rainfall,effective_rainfall,et0,etc,irrigation,infiltration,drainage,runoff,water_stress_indicator,water_balance_residual
2026-06-01 00:18:00,3,Maize,Clay,64.9993,649.9935,75.0,30.0,90.0,1.0,0.7778,65.0,0.0007,0.0,0.0,0.000283,0.00034,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:19:00,1,Tomato,Loam,54.9991,384.9935,70.0,25.0,85.0,0.7,0.6666,60.0,5.0009,0.0,0.0,0.000235,0.00027,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:19:00,2,Wheat,Sandy,41.9995,377.9951,60.0,18.0,78.0,0.9,0.5714,55.0,13.0005,0.0,0.0,0.000235,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:19:00,3,Maize,Clay,64.9993,649.9932,75.0,30.0,90.0,1.0,0.7778,65.0,0.0007,0.0,0.0,0.000235,0.000282,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:20:00,1,Tomato,Loam,54.9991,384.9934,70.0,25.0,85.0,0.7,0.6666,60.0,5.0009,0.0,0.0,0.000119,0.000137,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:20:00,2,Wheat,Sandy,41.9994,377.995,60.0,18.0,78.0,0.9,0.5714,55.0,13.0006,0.0,0.0,0.000119,0.000101,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:20:00,3,Maize,Clay,64.9993,649.9931,75.0,30.0,90.0,1.0,0.7778,65.0,0.0007,0.0,0.0,0.000119,0.000143,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:21:00,1,Tomato,Loam,54.999,384.993,70.0,25.0,85.0,0.7,0.6666,60.0,5.001,0.0,0.0,0.00034,0.000391,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:21:00,2,Wheat,Sandy,41.9994,377.9947,60.0,18.0,78.0,0.9,0.5714,55.0,13.0006,0.0,0.0,0.00034,0.000289,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:21:00,3,Maize,Clay,64.9993,649.9927,75.0,30.0,90.0,1.0,0.7778,65.0,0.0007,0.0,0.0,0.00034,0.000408,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:22:00,1,Tomato,Loam,54.999,384.9927,70.0,25.0,85.0,0.7,0.6666,60.0,5.001,0.0,0.0,0.000246,0.000283,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:22:00,2,Wheat,Sandy,41.9994,377.9945,60.0,18.0,78.0,0.9,0.5714,55.0,13.0006,0.0,0.0,0.000246,0.000209,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:22:00,3,Maize,Clay,64.9992,649.9924,75.0,30.0,90.0,1.0,0.7778,65.0,0.0008,0.0,0.0,0.000246,0.000295,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:23:00,1,Tomato,Loam,54.9989,384.9924,70.0,25.0,85.0,0.7,0.6666,60.0,5.0011,0.0,0.0,0.00022,0.000253,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:23:00,2,Wheat,Sandy,41.9994,377.9943,60.0,18.0,78.0,0.9,0.5714,55.0,13.0006,0.0,0.0,0.00022,0.000187,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:23:00,3,Maize,Clay,64.9992,649.9921,75.0,30.0,90.0,1.0,0.7778,65.0,0.0008,0.0,0.0,0.00022,0.000264,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:24:00,1,Tomato,Loam,54.9989,384.9922,70.0,25.0,85.0,0.7,0.6666,60.0,5.0011,0.0,0.0,0.00021,0.000242,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:24:00,2,Wheat,Sandy,41.9993,377.9941,60.0,18.0,78.0,0.9,0.5714,55.0,13.0007,0.0,0.0,0.00021,0.000178,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:24:00,3,Maize,Clay,64.9992,649.9918,75.0,30.0,90.0,1.0,0.7778,65.0,0.0008,0.0,0.0,0.00021,0.000252,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:25:00,1,Tomato,Loam,54.9988,384.9919,70.0,25.0,85.0,0.7,0.6666,60.0,5.0012,0.0,0.0,0.000264,0.000304,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:25:00,2,Wheat,Sandy,41.9993,377.9939,60.0,18.0,78.0,0.9,0.5714,55.0,13.0007,0.0,0.0,0.000264,0.000224,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:25:00,3,Maize,Clay,64.9991,649.9915,75.0,30.0,90.0,1.0,0.7778,65.0,0.0009,0.0,0.0,0.000264,0.000317,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:26:00,1,Tomato,Loam,54.9988,384.9917,70.0,25.0,85.0,0.7,0.6666,60.0,5.0012,0.0,0.0,0.000176,0.000202,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:26:00,2,Wheat,Sandy,41.9993,377.9937,60.0,18.0,78.0,0.9,0.5714,55.0,13.0007,0.0,0.0,0.000176,0.00015,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:26:00,3,Maize,Clay,64.9991,649.9913,75.0,30.0,90.0,1.0,0.7778,65.0,0.0009,0.0,0.0,0.000176,0.000211,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:27:00,1,Tomato,Loam,54.9988,384.9916,70.0,25.0,85.0,0.7,0.6666,60.0,5.0012,0.0,0.0,8.5e-05,9.8e-05,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:27:00,2,Wheat,Sandy,41.9993,377.9936,60.0,18.0,78.0,0.9,0.5714,55.0,13.0007,0.0,0.0,8.5e-05,7.2e-05,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:27:00,3,Maize,Clay,64.9991,649.9912,75.0,30.0,90.0,1.0,0.7778,65.0,0.0009,0.0,0.0,8.5e-05,0.000102,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:28:00,1,Tomato,Loam,54.9988,384.9913,70.0,25.0,85.0,0.7,0.6666,60.0,5.0012,0.0,0.0,0.00028,0.000322,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:28:00,2,Wheat,Sandy,41.9993,377.9934,60.0,18.0,78.0,0.9,0.5714,55.0,13.0007,0.0,0.0,0.00028,0.000238,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:28:00,3,Maize,Clay,64.9991,649.9909,75.0,30.0,90.0,1.0,0.7778,65.0,0.0009,0.0,0.0,0.00028,0.000336,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:29:00,1,Tomato,Loam,54.9987,384.991,70.0,25.0,85.0,0.7,0.6666,60.0,5.0013,0.0,0.0,0.000263,0.000302,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:29:00,2,Wheat,Sandy,41.9992,377.9932,60.0,18.0,78.0,0.9,0.5714,55.0,13.0008,0.0,0.0,0.000263,0.000224,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:29:00,3,Maize,Clay,64.9991,649.9906,75.0,30.0,90.0,1.0,0.7778,65.0,0.0009,0.0,0.0,0.000263,0.000316,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:30:00,1,Tomato,Loam,54.9987,384.9907,70.0,25.0,85.0,0.7,0.6666,60.0,5.0013,0.0,0.0,0.000245,0.000282,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:30:00,2,Wheat,Sandy,41.9992,377.993,60.0,18.0,78.0,0.9,0.5714,55.0,13.0008,0.0,0.0,0.000245,0.000208,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:30:00,3,Maize,Clay,64.999,649.9903,75.0,30.0,90.0,1.0,0.7778,65.0,0.001,0.0,0.0,0.000245,0.000294,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:31:00,1,Tomato,Loam,54.9986,384.9905,70.0,25.0,85.0,0.7,0.6666,60.0,5.0014,0.0,0.0,0.000131,0.000151,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:31:00,2,Wheat,Sandy,41.9992,377.9929,60.0,18.0,78.0,0.9,0.5714,55.0,13.0008,0.0,0.0,0.000131,0.000111,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:31:00,3,Maize,Clay,64.999,649.9901,75.0,30.0,90.0,1.0,0.7778,65.0,0.001,0.0,0.0,0.000131,0.000157,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:32:00,1,Tomato,Loam,54.9986,384.9902,70.0,25.0,85.0,0.7,0.6666,60.0,5.0014,0.0,0.0,0.000225,0.000259,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:32:00,2,Wheat,Sandy,41.9992,377.9927,60.0,18.0,78.0,0.9,0.5714,55.0,13.0008,0.0,0.0,0.000225,0.000191,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:32:00,3,Maize,Clay,64.999,649.9898,75.0,30.0,90.0,1.0,0.7778,65.0,0.001,0.0,0.0,0.000225,0.00027,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:33:00,1,Tomato,Loam,54.9986,384.99,70.0,25.0,85.0,0.7,0.6666,60.0,5.0014,0.0,0.0,0.000139,0.00016,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:33:00,2,Wheat,Sandy,41.9992,377.9926,60.0,18.0,78.0,0.9,0.5714,55.0,13.0008,0.0,0.0,0.000139,0.000118,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:33:00,3,Maize,Clay,64.999,649.9896,75.0,30.0,90.0,1.0,0.7778,65.0,0.001,0.0,0.0,0.000139,0.000167,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:34:00,1,Tomato,Loam,54.9985,384.9898,70.0,25.0,85.0,0.7,0.6666,60.0,5.0015,0.0,0.0,0.000156,0.000179,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:34:00,2,Wheat,Sandy,41.9992,377.9925,60.0,18.0,78.0,0.9,0.5714,55.0,13.0008,0.0,0.0,0.000156,0.000133,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:34:00,3,Maize,Clay,64.9989,649.9894,75.0,30.0,90.0,1.0,0.7778,65.0,0.0011,0.0,0.0,0.000156,0.000187,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:35:00,1,Tomato,Loam,54.9985,384.9896,70.0,25.0,85.0,0.7,0.6666,60.0,5.0015,0.0,0.0,0.000159,0.000183,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:35:00,2,Wheat,Sandy,41.9992,377.9924,60.0,18.0,78.0,0.9,0.5714,55.0,13.0008,0.0,0.0,0.000159,0.000135,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:35:00,3,Maize,Clay,64.9989,649.9892,75.0,30.0,90.0,1.0,0.7778,65.0,0.0011,0.0,0.0,0.000159,0.000191,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:36:00,1,Tomato,Loam,54.9985,384.9893,70.0,25.0,85.0,0.7,0.6666,60.0,5.0015,0.0,0.0,0.000247,0.000284,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:36:00,2,Wheat,Sandy,41.9991,377.9922,60.0,18.0,78.0,0.9,0.5714,55.0,13.0009,0.0,0.0,0.000247,0.00021,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:36:00,3,Maize,Clay,64.9989,649.9889,75.0,30.0,90.0,1.0,0.7778,65.0,0.0011,0.0,0.0,0.000247,0.000296,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:37:00,1,Tomato,Loam,54.9984,384.9891,70.0,25.0,85.0,0.7,0.6666,60.0,5.0016,0.0,0.0,0.000163,0.000187,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:37:00,2,Wheat,Sandy,41.9991,377.9921,60.0,18.0,78.0,0.9,0.5714,55.0,13.0009,0.0,0.0,0.000163,0.000139,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:37:00,3,Maize,Clay,64.9989,649.9887,75.0,30.0,90.0,1.0,0.7778,65.0,0.0011,0.0,0.0,0.000163,0.000196,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:38:00,1,Tomato,Loam,54.9984,384.9889,70.0,25.0,85.0,0.7,0.6666,60.0,5.0016,0.0,0.0,0.000185,0.000213,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:38:00,2,Wheat,Sandy,41.9991,377.9919,60.0,18.0,78.0,0.9,0.5714,55.0,13.0009,0.0,0.0,0.000185,0.000157,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:38:00,3,Maize,Clay,64.9988,649.9885,75.0,30.0,90.0,1.0,0.7778,65.0,0.0012,0.0,0.0,0.000185,0.000222,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:39:00,1,Tomato,Loam,54.9984,384.9885,70.0,25.0,85.0,0.7,0.6666,60.0,5.0016,0.0,0.0,0.000323,0.000371,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:39:00,2,Wheat,Sandy,41.9991,377.9916,60.0,18.0,78.0,0.9,0.5714,55.0,13.0009,0.0,0.0,0.000323,0.000275,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:39:00,3,Maize,Clay,64.9988,649.9881,75.0,30.0,90.0,1.0,0.7778,65.0,0.0012,0.0,0.0,0.000323,0.000388,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:40:00,1,Tomato,Loam,54.9983,384.9882,70.0,25.0,85.0,0.7,0.6666,60.0,5.0017,0.0,0.0,0.000242,0.000278,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:40:00,2,Wheat,Sandy,41.999,377.9914,60.0,18.0,78.0,0.9,0.5714,55.0,13.001,0.0,0.0,0.000242,0.000206,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:40:00,3,Maize,Clay,64.9988,649.9878,75.0,30.0,90.0,1.0,0.7778,65.0,0.0012,0.0,0.0,0.000242,0.00029,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:41:00,1,Tomato,Loam,54.9983,384.9879,70.0,25.0,85.0,0.7,0.6666,60.0,5.0017,0.0,0.0,0.000226,0.00026,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:41:00,2,Wheat,Sandy,41.999,377.9912,60.0,18.0,78.0,0.9,0.5714,55.0,13.001,0.0,0.0,0.000226,0.000192,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:41:00,3,Maize,Clay,64.9988,649.9875,75.0,30.0,90.0,1.0,0.7778,65.0,0.0012,0.0,0.0,0.000226,0.000271,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:42:00,1,Tomato,Loam,54.9982,384.9877,70.0,25.0,85.0,0.7,0.6666,60.0,5.0018,0.0,0.0,0.000185,0.000213,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:42:00,2,Wheat,Sandy,41.999,377.991,60.0,18.0,78.0,0.9,0.5714,55.0,13.001,0.0,0.0,0.000185,0.000157,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01 00:42:00,3,Maize,Clay,64.9987,649.9873,75.0,30.0,90.0,1.0,0.7777,65.0,0.0013,0.0,0.0,0.000185,0.000222,0.0,0.0,0.0,0.0,0.0,0.0
