timestamp,zone_id,crop,growth_stage,soil_type,temperature,humidity,solar_radiation,wind_speed,rainfall,soil_moisture,field_capacity,wilting_point,target_moisture,kc,moisture_error,available_water,et0,etc,effective_rainfall,water_deficit
2026-06-01 00:06:00,1,Tomato,Mid-season,Loam,19.74,82.57000000000001,0.0,1.78,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000366,0.000421,0.0,0.000421
2026-06-01 00:06:00,2,Wheat,Development,Sandy,19.74,82.57000000000001,0.0,1.78,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000366,0.000311,0.0,0.000311
2026-06-01 00:06:00,3,Maize,Mid-season,Clay,19.74,82.57000000000001,0.0,1.78,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000366,0.000439,0.0,0.000439
2026-06-01 00:07:00,1,Tomato,Mid-season,Loam,19.73,82.59833333333334,0.0,1.7766666666666666,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000322,0.00037,0.0,0.00037
2026-06-01 00:07:00,2,Wheat,Development,Sandy,19.73,82.59833333333334,0.0,1.7766666666666666,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000322,0.000274,0.0,0.000274
2026-06-01 00:07:00,3,Maize,Mid-season,Clay,19.73,82.59833333333334,0.0,1.7766666666666666,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000322,0.000386,0.0,0.000386
2026-06-01 00:08:00,1,Tomato,Mid-season,Loam,19.72,82.62666666666667,0.0,1.7733333333333334,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000336,0.000386,0.0,0.000386
2026-06-01 00:08:00,2,Wheat,Development,Sandy,19.72,82.62666666666667,0.0,1.7733333333333334,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000336,0.000286,0.0,0.000286
2026-06-01 00:08:00,3,Maize,Mid-season,Clay,19.72,82.62666666666667,0.0,1.7733333333333334,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000336,0.000403,0.0,0.000403
2026-06-01 00:09:00,1,Tomato,Mid-season,Loam,19.71,82.655,0.0,1.77,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000156,0.000179,0.0,0.000179
2026-06-01 00:09:00,2,Wheat,Development,Sandy,19.71,82.655,0.0,1.77,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000156,0.000133,0.0,0.000133
2026-06-01 00:09:00,3,Maize,Mid-season,Clay,19.71,82.655,0.0,1.77,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000156,0.000187,0.0,0.000187
2026-06-01 00:10:00,1,Tomato,Mid-season,Loam,19.7,82.68333333333334,0.0,1.7666666666666666,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000434,0.000499,0.0,0.000499
2026-06-01 00:10:00,2,Wheat,Development,Sandy,19.7,82.68333333333334,0.0,1.7666666666666666,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000434,0.000369,0.0,0.000369
2026-06-01 00:10:00,3,Maize,Mid-season,Clay,19.7,82.68333333333334,0.0,1.7666666666666666,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000434,0.000521,0.0,0.000521
2026-06-01 00:11:00,1,Tomato,Mid-season,Loam,19.69,82.71166666666667,0.0,1.7633333333333334,0.0,55.0,70.0,25.0,60.0,1.15,,,0.0002,0.00023,0.0,0.00023
2026-06-01 00:11:00,2,Wheat,Development,Sandy,19.69,82.71166666666667,0.0,1.7633333333333334,0.0,42.0,60.0,18.0,55.0,0.85,,,0.0002,0.00017,0.0,0.00017
2026-06-01 00:11:00,3,Maize,Mid-season,Clay,19.69,82.71166666666667,0.0,1.7633333333333334,0.0,65.0,75.0,30.0,65.0,1.2,,,0.0002,0.00024,0.0,0.00024
2026-06-01 00:12:00,1,Tomato,Mid-season,Loam,19.68,82.74000000000001,0.0,1.76,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000385,0.000443,0.0,0.000443
2026-06-01 00:12:00,2,Wheat,Development,Sandy,19.68,82.74000000000001,0.0,1.76,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000385,0.000327,0.0,0.000327
2026-06-01 00:12:00,3,Maize,Mid-season,Clay,19.68,82.74000000000001,0.0,1.76,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000385,0.000462,0.0,0.000462
2026-06-01 00:13:00,1,Tomato,Mid-season,Loam,19.67,82.76833333333333,0.0,1.7566666666666668,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000369,0.000424,0.0,0.000424
2026-06-01 00:13:00,2,Wheat,Development,Sandy,19.67,82.76833333333333,0.0,1.7566666666666668,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000369,0.000314,0.0,0.000314
2026-06-01 00:13:00,3,Maize,Mid-season,Clay,19.67,82.76833333333333,0.0,1.7566666666666668,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000369,0.000443,0.0,0.000443
2026-06-01 00:14:00,1,Tomato,Mid-season,Loam,19.66,82.79666666666667,0.0,1.7533333333333334,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000327,0.000376,0.0,0.000376
2026-06-01 00:14:00,2,Wheat,Development,Sandy,19.66,82.79666666666667,0.0,1.7533333333333334,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000327,0.000278,0.0,0.000278
2026-06-01 00:14:00,3,Maize,Mid-season,Clay,19.66,82.79666666666667,0.0,1.7533333333333334,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000327,0.000392,0.0,0.000392
2026-06-01 00:15:00,1,Tomato,Mid-season,Loam,19.65,82.825,0.0,1.75,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000215,0.000247,0.0,0.000247
2026-06-01 00:15:00,2,Wheat,Development,Sandy,19.65,82.825,0.0,1.75,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000215,0.000183,0.0,0.000183
2026-06-01 00:15:00,3,Maize,Mid-season,Clay,19.65,82.825,0.0,1.75,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000215,0.000258,0.0,0.000258
2026-06-01 00:16:00,1,Tomato,Mid-season,Loam,19.64,82.85333333333334,0.0,1.7466666666666668,0.0,55.0,70.0,25.0,60.0,1.15,,,0.00027,0.00031,0.0,0.00031
2026-06-01 00:16:00,2,Wheat,Development,Sandy,19.64,82.85333333333334,0.0,1.7466666666666668,0.0,42.0,60.0,18.0,55.0,0.85,,,0.00027,0.00023,0.0,0.00023
2026-06-01 00:16:00,3,Maize,Mid-season,Clay,19.64,82.85333333333334,0.0,1.7466666666666668,0.0,65.0,75.0,30.0,65.0,1.2,,,0.00027,0.000324,0.0,0.000324
2026-06-01 00:17:00,1,Tomato,Mid-season,Loam,19.63,82.88166666666667,0.0,1.7433333333333334,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000224,0.000258,0.0,0.000258
2026-06-01 00:17:00,2,Wheat,Development,Sandy,19.63,82.88166666666667,0.0,1.7433333333333334,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000224,0.00019,0.0,0.00019
2026-06-01 00:17:00,3,Maize,Mid-season,Clay,19.63,82.88166666666667,0.0,1.7433333333333334,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000224,0.000269,0.0,0.000269
2026-06-01 00:18:00,1,Tomato,Mid-season,Loam,19.62,82.91,0.0,1.74,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000283,0.000325,0.0,0.000325
2026-06-01 00:18:00,2,Wheat,Development,Sandy,19.62,82.91,0.0,1.74,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000283,0.000241,0.0,0.000241
2026-06-01 00:18:00,3,Maize,Mid-season,Clay,19.62,82.91,0.0,1.74,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000283,0.00034,0.0,0.00034
2026-06-01 00:19:00,1,Tomato,Mid-season,Loam,19.61,82.93833333333333,0.0,1.7366666666666668,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000235,0.00027,0.0,0.00027
2026-06-01 00:19:00,2,Wheat,Development,Sandy,19.61,82.93833333333333,0.0,1.7366666666666668,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000235,0.0002,0.0,0.0002
2026-06-01 00:19:00,3,Maize,Mid-season,Clay,19.61,82.93833333333333,0.0,1.7366666666666668,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000235,0.000282,0.0,0.000282
2026-06-01 00:20:00,1,Tomato,Mid-season,Loam,19.6,82.96666666666667,0.0,1.7333333333333334,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000119,0.000137,0.0,0.000137
2026-06-01 00:20:00,2,Wheat,Development,Sandy,19.6,82.96666666666667,0.0,1.7333333333333334,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000119,0.000101,0.0,0.000101
2026-06-01 00:20:00,3,Maize,Mid-season,Clay,19.6,82.96666666666667,0.0,1.7333333333333334,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000119,0.000143,0.0,0.000143
2026-06-01 00:21:00,1,Tomato,Mid-season,Loam,19.59,82.995,0.0,1.73,0.0,55.0,70.0,25.0,60.0,1.15,,,0.00034,0.000391,0.0,0.000391
2026-06-01 00:21:00,2,Wheat,Development,Sandy,19.59,82.995,0.0,1.73,0.0,42.0,60.0,18.0,55.0,0.85,,,0.00034,0.000289,0.0,0.000289
2026-06-01 00:21:00,3,Maize,Mid-season,Clay,19.59,82.995,0.0,1.73,0.0,65.0,75.0,30.0,65.0,1.2,,,0.00034,0.000408,0.0,0.000408
2026-06-01 00:22:00,1,Tomato,Mid-season,Loam,19.58,83.02333333333334,0.0,1.7266666666666668,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000246,0.000283,0.0,0.000283
2026-06-01 00:22:00,2,Wheat,Development,Sandy,19.58,83.02333333333334,0.0,1.7266666666666668,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000246,0.000209,0.0,0.000209
2026-06-01 00:22:00,3,Maize,Mid-season,Clay,19.58,83.02333333333334,0.0,1.7266666666666668,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000246,0.000295,0.0,0.000295
2026-06-01 00:23:00,1,Tomato,Mid-season,Loam,19.57,83.05166666666666,0.0,1.7233333333333334,0.0,55.0,70.0,25.0,60.0,1.15,,,0.00022,0.000253,0.0,0.000253
2026-06-01 00:23:00,2,Wheat,Development,Sandy,19.57,83.05166666666666,0.0,1.7233333333333334,0.0,42.0,60.0,18.0,55.0,0.85,,,0.00022,0.000187,0.0,0.000187
2026-06-01 00:23:00,3,Maize,Mid-season,Clay,19.57,83.05166666666666,0.0,1.7233333333333334,0.0,65.0,75.0,30.0,65.0,1.2,,,0.00022,0.000264,0.0,0.000264
2026-06-01 00:24:00,1,Tomato,Mid-season,Loam,19.56,83.08,0.0,1.72,0.0,55.0,70.0,25.0,60.0,1.15,,,0.00021,0.000242,0.0,0.000242
2026-06-01 00:24:00,2,Wheat,Development,Sandy,19.56,83.08,0.0,1.72,0.0,42.0,60.0,18.0,55.0,0.85,,,0.00021,0.000178,0.0,0.000178
2026-06-01 00:24:00,3,Maize,Mid-season,Clay,19.56,83.08,0.0,1.72,0.0,65.0,75.0,30.0,65.0,1.2,,,0.00021,0.000252,0.0,0.000252
2026-06-01 00:25:00,1,Tomato,Mid-season,Loam,19.55,83.10833333333333,0.0,1.7166666666666668,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000264,0.000304,0.0,0.000304
2026-06-01 00:25:00,2,Wheat,Development,Sandy,19.55,83.10833333333333,0.0,1.7166666666666668,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000264,0.000224,0.0,0.000224
2026-06-01 00:25:00,3,Maize,Mid-season,Clay,19.55,83.10833333333333,0.0,1.7166666666666668,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000264,0.000317,0.0,0.000317
2026-06-01 00:26:00,1,Tomato,Mid-season,Loam,19.54,83.13666666666667,0.0,1.7133333333333334,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000176,0.000202,0.0,0.000202
2026-06-01 00:26:00,2,Wheat,Development,Sandy,19.54,83.13666666666667,0.0,1.7133333333333334,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000176,0.00015,0.0,0.00015
2026-06-01 00:26:00,3,Maize,Mid-season,Clay,19.54,83.13666666666667,0.0,1.7133333333333334,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000176,0.000211,0.0,0.000211
2026-06-01 00:27:00,1,Tomato,Mid-season,Loam,19.53,83.165,0.0,1.71,0.0,55.0,70.0,25.0,60.0,1.15,,,8.5e-05,9.8e-05,0.0,9.8e-05
2026-06-01 00:27:00,2,Wheat,Development,Sandy,19.53,83.165,0.0,1.71,0.0,42.0,60.0,18.0,55.0,0.85,,,8.5e-05,7.2e-05,0.0,7.2e-05
2026-06-01 00:27:00,3,Maize,Mid-season,Clay,19.53,83.165,0.0,1.71,0.0,65.0,75.0,30.0,65.0,1.2,,,8.5e-05,0.000102,0.0,0.000102
2026-06-01 00:28:00,1,Tomato,Mid-season,Loam,19.52,83.19333333333333,0.0,1.7066666666666668,0.0,55.0,70.0,25.0,60.0,1.15,,,0.00028,0.000322,0.0,0.000322
2026-06-01 00:28:00,2,Wheat,Development,Sandy,19.52,83.19333333333333,0.0,1.7066666666666668,0.0,42.0,60.0,18.0,55.0,0.85,,,0.00028,0.000238,0.0,0.000238
2026-06-01 00:28:00,3,Maize,Mid-season,Clay,19.52,83.19333333333333,0.0,1.7066666666666668,0.0,65.0,75.0,30.0,65.0,1.2,,,0.00028,0.000336,0.0,0.000336
2026-06-01 00:29:00,1,Tomato,Mid-season,Loam,19.51,83.22166666666666,0.0,1.7033333333333334,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000263,0.000302,0.0,0.000302
2026-06-01 00:29:00,2,Wheat,Development,Sandy,19.51,83.22166666666666,0.0,1.7033333333333334,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000263,0.000224,0.0,0.000224
2026-06-01 00:29:00,3,Maize,Mid-season,Clay,19.51,83.22166666666666,0.0,1.7033333333333334,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000263,0.000316,0.0,0.000316
2026-06-01 00:30:00,1,Tomato,Mid-season,Loam,19.5,83.25,0.0,1.7000000000000002,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000245,0.000282,0.0,0.000282
2026-06-01 00:30:00,2,Wheat,Development,Sandy,19.5,83.25,0.0,1.7000000000000002,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000245,0.000208,0.0,0.000208
2026-06-01 00:30:00,3,Maize,Mid-season,Clay,19.5,83.25,0.0,1.7000000000000002,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000245,0.000294,0.0,0.000294
2026-06-01 00:31:00,1,Tomato,Mid-season,Loam,19.49,83.27833333333334,0.0,1.6966666666666668,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000131,0.000151,0.0,0.000151
2026-06-01 00:31:00,2,Wheat,Development,Sandy,19.49,83.27833333333334,0.0,1.6966666666666668,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000131,0.000111,0.0,0.000111
2026-06-01 00:31:00,3,Maize,Mid-season,Clay,19.49,83.27833333333334,0.0,1.6966666666666668,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000131,0.000157,0.0,0.000157
2026-06-01 00:32:00,1,Tomato,Mid-season,Loam,19.48,83.30666666666667,0.0,1.6933333333333334,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000225,0.000259,0.0,0.000259
2026-06-01 00:32:00,2,Wheat,Development,Sandy,19.48,83.30666666666667,0.0,1.6933333333333334,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000225,0.000191,0.0,0.000191
2026-06-01 00:32:00,3,Maize,Mid-season,Clay,19.48,83.30666666666667,0.0,1.6933333333333334,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000225,0.00027,0.0,0.00027
2026-06-01 00:33:00,1,Tomato,Mid-season,Loam,19.47,83.335,0.0,1.6900000000000002,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000139,0.00016,0.0,0.00016
2026-06-01 00:33:00,2,Wheat,Development,Sandy,19.47,83.335,0.0,1.6900000000000002,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000139,0.000118,0.0,0.000118
2026-06-01 00:33:00,3,Maize,Mid-season,Clay,19.47,83.335,0.0,1.6900000000000002,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000139,0.000167,0.0,0.000167
2026-06-01 00:34:00,1,Tomato,Mid-season,Loam,19.46,83.36333333333333,0.0,1.6866666666666668,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000156,0.000179,0.0,0.000179
2026-06-01 00:34:00,2,Wheat,Development,Sandy,19.46,83.36333333333333,0.0,1.6866666666666668,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000156,0.000133,0.0,0.000133
2026-06-01 00:34:00,3,Maize,Mid-season,Clay,19.46,83.36333333333333,0.0,1.6866666666666668,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000156,0.000187,0.0,0.000187
2026-06-01 00:35:00,1,Tomato,Mid-season,Loam,19.45,83.39166666666667,0.0,1.6833333333333331,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000159,0.000183,0.0,0.000183
2026-06-01 00:35:00,2,Wheat,Development,Sandy,19.45,83.39166666666667,0.0,1.6833333333333331,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000159,0.000135,0.0,0.000135
2026-06-01 00:35:00,3,Maize,Mid-season,Clay,19.45,83.39166666666667,0.0,1.6833333333333331,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000159,0.000191,0.0,0.000191
2026-06-01 00:36:00,1,Tomato,Mid-season,Loam,19.44,83.42,0.0,1.6800000000000002,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000247,0.000284,0.0,0.000284
2026-06-01 00:36:00,2,Wheat,Development,Sandy,19.44,83.42,0.0,1.6800000000000002,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000247,0.00021,0.0,0.00021
2026-06-01 00:36:00,3,Maize,Mid-season,Clay,19.44,83.42,0.0,1.6800000000000002,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000247,0.000296,0.0,0.000296
2026-06-01 00:37:00,1,Tomato,Mid-season,Loam,19.43,83.44833333333334,0.0,1.6766666666666667,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000163,0.000187,0.0,0.000187
2026-06-01 00:37:00,2,Wheat,Development,Sandy,19.43,83.44833333333334,0.0,1.6766666666666667,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000163,0.000139,0.0,0.000139
2026-06-01 00:37:00,3,Maize,Mid-season,Clay,19.43,83.44833333333334,0.0,1.6766666666666667,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000163,0.000196,0.0,0.000196
2026-06-01 00:38:00,1,Tomato,Mid-season,Loam,19.42,83.47666666666666,0.0,1.6733333333333331,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000185,0.000213,0.0,0.000213
2026-06-01 00:38:00,2,Wheat,Development,Sandy,19.42,83.47666666666666,0.0,1.6733333333333331,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000185,0.000157,0.0,0.000157
2026-06-01 00:38:00,3,Maize,Mid-season,Clay,19.42,83.47666666666666,0.0,1.6733333333333331,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000185,0.000222,0.0,0.000222
2026-06-01 00:39:00,1,Tomato,Mid-season,Loam,19.41,83.505,0.0,1.6700000000000002,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000323,0.000371,0.0,0.000371
2026-06-01 00:39:00,2,Wheat,Development,Sandy,19.41,83.505,0.0,1.6700000000000002,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000323,0.000275,0.0,0.000275
2026-06-01 00:39:00,3,Maize,Mid-season,Clay,19.41,83.505,0.0,1.6700000000000002,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000323,0.000388,0.0,0.000388
2026-06-01 00:40:00,1,Tomato,Mid-season,Loam,19.4,83.53333333333333,0.0,1.6666666666666667,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000242,0.000278,0.0,0.000278
2026-06-01 00:40:00,2,Wheat,Development,Sandy,19.4,83.53333333333333,0.0,1.6666666666666667,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000242,0.000206,0.0,0.000206
2026-06-01 00:40:00,3,Maize,Mid-season,Clay,19.4,83.53333333333333,0.0,1.6666666666666667,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000242,0.00029,0.0,0.00029
2026-06-01 00:41:00,1,Tomato,Mid-season,Loam,19.39,83.56166666666667,0.0,1.663333333333333,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000226,0.00026,0.0,0.00026
2026-06-01 00:41:00,2,Wheat,Development,Sandy,19.39,83.56166666666667,0.0,1.663333333333333,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000226,0.000192,0.0,0.000192
2026-06-01 00:41:00,3,Maize,Mid-season,Clay,19.39,83.56166666666667,0.0,1.663333333333333,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000226,0.000271,0.0,0.000271
2026-06-01 00:42:00,1,Tomato,Mid-season,Loam,19.38,83.59,0.0,1.66,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000185,0.000213,0.0,0.000213
2026-06-01 00:42:00,2,Wheat,Development,Sandy,19.38,83.59,0.0,1.66,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000185,0.000157,0.0,0.000157
2026-06-01 00:42:00,3,Maize,Mid-season,Clay,19.38,83.59,0.0,1.66,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000185,0.000222,0.0,0.000222
2026-06-01 00:43:00,1,Tomato,Mid-season,Loam,19.37,83.61833333333333,0.0,1.6566666666666667,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000169,0.000194,0.0,0.000194
2026-06-01 00:43:00,2,Wheat,Development,Sandy,19.37,83.61833333333333,0.0,1.6566666666666667,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000169,0.000144,0.0,0.000144
2026-06-01 00:43:00,3,Maize,Mid-season,Clay,19.37,83.61833333333333,0.0,1.6566666666666667,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000169,0.000203,0.0,0.000203
2026-06-01 00:44:00,1,Tomato,Mid-season,Loam,19.36,83.64666666666666,0.0,1.653333333333333,0.0,55.0,70.0,25.0,60.0,1.15,,,6e-05,6.9e-05,0.0,6.9e-05
2026-06-01 00:44:00,2,Wheat,Development,Sandy,19.36,83.64666666666666,0.0,1.653333333333333,0.0,42.0,60.0,18.0,55.0,0.85,,,6e-05,5.1e-05,0.0,5.1e-05
2026-06-01 00:44:00,3,Maize,Mid-season,Clay,19.36,83.64666666666666,0.0,1.653333333333333,0.0,65.0,75.0,30.0,65.0,1.2,,,6e-05,7.2e-05,0.0,7.2e-05
2026-06-01 00:45:00,1,Tomato,Mid-season,Loam,19.35,83.675,0.0,1.65,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000242,0.000278,0.0,0.000278
2026-06-01 00:45:00,2,Wheat,Development,Sandy,19.35,83.675,0.0,1.65,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000242,0.000206,0.0,0.000206
2026-06-01 00:45:00,3,Maize,Mid-season,Clay,19.35,83.675,0.0,1.65,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000242,0.00029,0.0,0.00029
2026-06-01 00:46:00,1,Tomato,Mid-season,Loam,19.34,83.70333333333333,0.0,1.6466666666666667,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000219,0.000252,0.0,0.000252
2026-06-01 00:46:00,2,Wheat,Development,Sandy,19.34,83.70333333333333,0.0,1.6466666666666667,0.0,42.0,60.0,18.0,55.0,0.85,,,0.000219,0.000186,0.0,0.000186
2026-06-01 00:46:00,3,Maize,Mid-season,Clay,19.34,83.70333333333333,0.0,1.6466666666666667,0.0,65.0,75.0,30.0,65.0,1.2,,,0.000219,0.000263,0.0,0.000263
2026-06-01 00:47:00,1,Tomato,Mid-season,Loam,19.33,83.73166666666667,0.0,1.6433333333333335,0.0,55.0,70.0,25.0,60.0,1.15,,,0.000177,0.000204,0.0,0.000204
