timestamp,scenario,zone_id,crop,soil_type,soil_moisture,rsm,moisture_error,soil_stress,weather_stress,water_demand,et0,etc,rainfall,effective_rainfall,crop_water_deficit,irrigation_command
2026-06-01 00:27:00,Normal,3,Maize,Clay,64.9991,0.7778,0.0009,14.15,15.83,9.23,8.5e-05,0.000102,0.0,0.0,0.000102,5.37
2026-06-01 00:28:00,Normal,1,Tomato,Loam,54.9988,0.6666,5.0012,26.01,15.81,9.23,0.00028,0.000322,0.0,0.0,0.000322,21.71
2026-06-01 00:28:00,Normal,2,Wheat,Sandy,41.9993,0.5714,13.0007,56.38,15.81,9.23,0.00028,0.000238,0.0,0.0,0.000238,62.53
2026-06-01 00:28:00,Normal,3,Maize,Clay,64.9991,0.7778,0.0009,14.15,15.81,9.23,0.00028,0.000336,0.0,0.0,0.000336,5.37
2026-06-01 00:29:00,Normal,1,Tomato,Loam,54.9987,0.6666,5.0013,26.01,15.79,9.23,0.000263,0.000302,0.0,0.0,0.000302,21.71
2026-06-01 00:29:00,Normal,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,15.79,9.23,0.000263,0.000224,0.0,0.0,0.000224,62.53
2026-06-01 00:29:00,Normal,3,Maize,Clay,64.9991,0.7778,0.0009,14.15,15.79,9.23,0.000263,0.000316,0.0,0.0,0.000316,5.37
2026-06-01 00:30:00,Normal,1,Tomato,Loam,54.9987,0.6666,5.0013,26.01,15.97,9.23,0.000245,0.000282,0.0,0.0,0.000282,21.71
2026-06-01 00:30:00,Normal,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,15.97,9.23,0.000245,0.000208,0.0,0.0,0.000208,62.53
2026-06-01 00:30:00,Normal,3,Maize,Clay,64.999,0.7778,0.001,14.15,15.97,9.23,0.000245,0.000294,0.0,0.0,0.000294,5.37
2026-06-01 00:31:00,Normal,1,Tomato,Loam,54.9986,0.6666,5.0014,26.01,15.65,9.23,0.000131,0.000151,0.0,0.0,0.000151,21.71
2026-06-01 00:31:00,Normal,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,15.65,9.23,0.000131,0.000111,0.0,0.0,0.000111,62.53
2026-06-01 00:31:00,Normal,3,Maize,Clay,64.999,0.7778,0.001,14.15,15.65,9.23,0.000131,0.000157,0.0,0.0,0.000157,5.37
2026-06-01 00:32:00,Normal,1,Tomato,Loam,54.9986,0.6666,5.0014,26.01,15.61,9.23,0.000225,0.000259,0.0,0.0,0.000259,21.71
2026-06-01 00:32:00,Normal,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,15.61,9.23,0.000225,0.000191,0.0,0.0,0.000191,62.53
2026-06-01 00:32:00,Normal,3,Maize,Clay,64.999,0.7778,0.001,14.15,15.61,9.23,0.000225,0.00027,0.0,0.0,0.00027,5.37
2026-06-01 00:33:00,Normal,1,Tomato,Loam,54.9986,0.6666,5.0014,26.01,15.55,9.23,0.000139,0.00016,0.0,0.0,0.00016,21.71
2026-06-01 00:33:00,Normal,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,15.55,9.23,0.000139,0.000118,0.0,0.0,0.000118,62.53
2026-06-01 00:33:00,Normal,3,Maize,Clay,64.999,0.7778,0.001,14.15,15.55,9.23,0.000139,0.000167,0.0,0.0,0.000167,5.37
2026-06-01 00:34:00,Normal,1,Tomato,Loam,54.9985,0.6666,5.0015,26.01,15.7,9.23,0.000156,0.000179,0.0,0.0,0.000179,21.71
2026-06-01 00:34:00,Normal,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,15.7,9.23,0.000156,0.000133,0.0,0.0,0.000133,62.53
2026-06-01 00:34:00,Normal,3,Maize,Clay,64.9989,0.7778,0.0011,14.15,15.7,9.23,0.000156,0.000187,0.0,0.0,0.000187,5.37
2026-06-01 00:35:00,Normal,1,Tomato,Loam,54.9985,0.6666,5.0015,26.01,15.73,9.23,0.000159,0.000183,0.0,0.0,0.000183,21.71
2026-06-01 00:35:00,Normal,2,Wheat,Sandy,41.9992,0.5714,13.0008,56.38,15.73,9.23,0.000159,0.000135,0.0,0.0,0.000135,62.53
2026-06-01 00:35:00,Normal,3,Maize,Clay,64.9989,0.7778,0.0011,14.15,15.73,9.23,0.000159,0.000191,0.0,0.0,0.000191,5.37
2026-06-01 00:36:00,Normal,1,Tomato,Loam,54.9985,0.6666,5.0015,26.01,15.57,9.23,0.000247,0.000284,0.0,0.0,0.000284,21.71
2026-06-01 00:36:00,Normal,2,Wheat,Sandy,41.9991,0.5714,13.0009,56.38,15.57,9.23,0.000247,0.00021,0.0,0.0,0.00021,62.54
2026-06-01 00:36:00,Normal,3,Maize,Clay,64.9989,0.7778,0.0011,14.15,15.57,9.23,0.000247,0.000296,0.0,0.0,0.000296,5.37
2026-06-01 00:37:00,Normal,1,Tomato,Loam,54.9984,0.6666,5.0016,26.01,15.46,9.23,0.000163,0.000187,0.0,0.0,0.000187,21.71
2026-06-01 00:37:00,Normal,2,Wheat,Sandy,41.9991,0.5714,13.0009,56.38,15.46,9.23,0.000163,0.000139,0.0,0.0,0.000139,62.54
2026-06-01 00:37:00,Normal,3,Maize,Clay,64.9989,0.7778,0.0011,14.15,15.46,9.23,0.000163,0.000196,0.0,0.0,0.000196,5.37
2026-06-01 00:38:00,Normal,1,Tomato,Loam,54.9984,0.6666,5.0016,26.01,15.44,9.23,0.000185,0.000213,0.0,0.0,0.000213,21.71
2026-06-01 00:38:00,Normal,2,Wheat,Sandy,41.9991,0.5714,13.0009,56.38,15.44,9.23,0.000185,0.000157,0.0,0.0,0.000157,62.54
2026-06-01 00:38:00,Normal,3,Maize,Clay,64.9988,0.7778,0.0012,14.15,15.44,9.23,0.000185,0.000222,0.0,0.0,0.000222,5.37
2026-06-01 00:39:00,Normal,1,Tomato,Loam,54.9984,0.6666,5.0016,26.01,15.58,9.23,0.000323,0.000371,0.0,0.0,0.000371,21.71
2026-06-01 00:39:00,Normal,2,Wheat,Sandy,41.9991,0.5714,13.0009,56.38,15.58,9.23,0.000323,0.000275,0.0,0.0,0.000275,62.54
2026-06-01 00:39:00,Normal,3,Maize,Clay,64.9988,0.7778,0.0012,14.15,15.58,9.23,0.000323,0.000388,0.0,0.0,0.000388,5.37
2026-06-01 00:40:00,Normal,1,Tomato,Loam,54.9983,0.6666,5.0017,26.01,15.57,9.23,0.000242,0.000278,0.0,0.0,0.000278,21.71
2026-06-01 00:40:00,Normal,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,15.57,9.23,0.000242,0.000206,0.0,0.0,0.000206,62.54
2026-06-01 00:40:00,Normal,3,Maize,Clay,64.9988,0.7778,0.0012,14.15,15.57,9.23,0.000242,0.00029,0.0,0.0,0.00029,5.37
2026-06-01 00:41:00,Normal,1,Tomato,Loam,54.9983,0.6666,5.0017,26.01,15.52,9.23,0.000226,0.00026,0.0,0.0,0.00026,21.71
2026-06-01 00:41:00,Normal,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,15.52,9.23,0.000226,0.000192,0.0,0.0,0.000192,62.54
2026-06-01 00:41:00,Normal,3,Maize,Clay,64.9988,0.7778,0.0012,14.15,15.52,9.23,0.000226,0.000271,0.0,0.0,0.000271,5.37
2026-06-01 00:42:00,Normal,1,Tomato,Loam,54.9982,0.6666,5.0018,26.01,15.36,9.23,0.000185,0.000213,0.0,0.0,0.000213,21.71
2026-06-01 00:42:00,Normal,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,15.36,9.23,0.000185,0.000157,0.0,0.0,0.000157,62.54
2026-06-01 00:42:00,Normal,3,Maize,Clay,64.9987,0.7777,0.0013,14.15,15.36,9.23,0.000185,0.000222,0.0,0.0,0.000222,5.37
2026-06-01 00:43:00,Normal,1,Tomato,Loam,54.9982,0.6666,5.0018,26.01,15.45,9.23,0.000169,0.000194,0.0,0.0,0.000194,21.71
2026-06-01 00:43:00,Normal,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,15.45,9.23,0.000169,0.000144,0.0,0.0,0.000144,62.54
2026-06-01 00:43:00,Normal,3,Maize,Clay,64.9987,0.7777,0.0013,14.15,15.45,9.23,0.000169,0.000203,0.0,0.0,0.000203,5.37
2026-06-01 00:44:00,Normal,1,Tomato,Loam,54.9982,0.6666,5.0018,26.01,15.41,9.23,6e-05,6.9e-05,0.0,0.0,6.9e-05,21.71
2026-06-01 00:44:00,Normal,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,15.41,9.23,6e-05,5.1e-05,0.0,0.0,5.1e-05,62.54
2026-06-01 00:44:00,Normal,3,Maize,Clay,64.9987,0.7777,0.0013,14.15,15.41,9.23,6e-05,7.2e-05,0.0,0.0,7.2e-05,5.37
2026-06-01 00:45:00,Normal,1,Tomato,Loam,54.9982,0.6666,5.0018,26.01,15.39,9.23,0.000242,0.000278,0.0,0.0,0.000278,21.71
2026-06-01 00:45:00,Normal,2,Wheat,Sandy,41.999,0.5714,13.001,56.38,15.39,9.23,0.000242,0.000206,0.0,0.0,0.000206,62.54
2026-06-01 00:45:00,Normal,3,Maize,Clay,64.9987,0.7777,0.0013,14.15,15.39,9.23,0.000242,0.00029,0.0,0.0,0.00029,5.37
2026-06-01 00:46:00,Normal,1,Tomato,Loam,54.9981,0.6666,5.0019,26.01,15.45,9.23,0.000219,0.000252,0.0,0.0,0.000252,21.71
2026-06-01 00:46:00,Normal,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,15.45,9.23,0.000219,0.000186,0.0,0.0,0.000186,62.54
2026-06-01 00:46:00,Normal,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,15.45,9.23,0.000219,0.000263,0.0,0.0,0.000263,5.37
2026-06-01 00:47:00,Normal,1,Tomato,Loam,54.9981,0.6666,5.0019,26.01,15.35,9.23,0.000177,0.000204,0.0,0.0,0.000204,21.71
2026-06-01 00:47:00,Normal,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,15.35,9.23,0.000177,0.00015,0.0,0.0,0.00015,62.54
2026-06-01 00:47:00,Normal,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,15.35,9.23,0.000177,0.000212,0.0,0.0,0.000212,5.37
2026-06-01 00:48:00,Normal,1,Tomato,Loam,54.9981,0.6666,5.0019,26.01,15.38,9.23,0.0002,0.00023,0.0,0.0,0.00023,21.71
2026-06-01 00:48:00,Normal,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,15.38,9.23,0.0002,0.00017,0.0,0.0,0.00017,62.54
2026-06-01 00:48:00,Normal,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,15.38,9.23,0.0002,0.00024,0.0,0.0,0.00024,5.37
2026-06-01 00:49:00,Normal,1,Tomato,Loam,54.998,0.6666,5.002,26.01,15.29,9.23,0.000232,0.000267,0.0,0.0,0.000267,21.71
2026-06-01 00:49:00,Normal,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,15.29,9.23,0.000232,0.000197,0.0,0.0,0.000197,62.54
2026-06-01 00:49:00,Normal,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,15.29,9.23,0.000232,0.000278,0.0,0.0,0.000278,5.37
2026-06-01 00:50:00,Normal,1,Tomato,Loam,54.998,0.6666,5.002,26.01,15.29,9.23,9.3e-05,0.000107,0.0,0.0,0.000107,21.71
2026-06-01 00:50:00,Normal,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,15.29,9.23,9.3e-05,7.9e-05,0.0,0.0,7.9e-05,62.54
2026-06-01 00:50:00,Normal,3,Maize,Clay,64.9986,0.7777,0.0014,14.15,15.29,9.23,9.3e-05,0.000112,0.0,0.0,0.000112,5.37
2026-06-01 00:51:00,Normal,1,Tomato,Loam,54.998,0.6666,5.002,26.01,15.31,9.23,0.000139,0.00016,0.0,0.0,0.00016,21.71
2026-06-01 00:51:00,Normal,2,Wheat,Sandy,41.9989,0.5714,13.0011,56.38,15.31,9.23,0.000139,0.000118,0.0,0.0,0.000118,62.54
2026-06-01 00:51:00,Normal,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,15.31,9.23,0.000139,0.000167,0.0,0.0,0.000167,5.37
2026-06-01 00:52:00,Normal,1,Tomato,Loam,54.998,0.6666,5.002,26.01,15.05,9.23,8.4e-05,9.7e-05,0.0,0.0,9.7e-05,21.71
2026-06-01 00:52:00,Normal,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,15.05,9.23,8.4e-05,7.1e-05,0.0,0.0,7.1e-05,62.54
2026-06-01 00:52:00,Normal,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,15.05,9.23,8.4e-05,0.000101,0.0,0.0,0.000101,5.37
2026-06-01 00:53:00,Normal,1,Tomato,Loam,54.9979,0.6666,5.0021,26.01,15.16,9.23,0.000258,0.000297,0.0,0.0,0.000297,21.71
2026-06-01 00:53:00,Normal,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,15.16,9.23,0.000258,0.000219,0.0,0.0,0.000219,62.54
2026-06-01 00:53:00,Normal,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,15.16,9.23,0.000258,0.00031,0.0,0.0,0.00031,5.37
2026-06-01 00:54:00,Normal,1,Tomato,Loam,54.9979,0.6666,5.0021,26.01,15.12,9.23,0.000227,0.000261,0.0,0.0,0.000261,21.71
2026-06-01 00:54:00,Normal,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,15.12,9.23,0.000227,0.000193,0.0,0.0,0.000193,62.54
2026-06-01 00:54:00,Normal,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,15.12,9.23,0.000227,0.000272,0.0,0.0,0.000272,5.37
2026-06-01 00:55:00,Normal,1,Tomato,Loam,54.9979,0.6666,5.0021,26.01,15.08,9.23,5.2e-05,6e-05,0.0,0.0,6e-05,21.71
2026-06-01 00:55:00,Normal,2,Wheat,Sandy,41.9988,0.5714,13.0012,56.38,15.08,9.23,5.2e-05,4.4e-05,0.0,0.0,4.4e-05,62.54
2026-06-01 00:55:00,Normal,3,Maize,Clay,64.9985,0.7777,0.0015,14.15,15.08,9.23,5.2e-05,6.2e-05,0.0,0.0,6.2e-05,5.37
